Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	Keep for detector? Y/X	Call type	AR comment	Species_ID	Validation#	No.of_Calls	Ship_Noise	Ship_Size	Comments	WH ID	WH Comment	WH ID_NEW	WH Comment_NEW	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	Split From (KZ)	KZ Comment
1201	Spectrogram 1	1	28169.020396067	28169.240245313	0.2198	135.0204	105.121	946.092	DS3B__0__20181208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181208_020355.wav														Y	1	0	X	B	620	
1202	Spectrogram 1	1	28170.618601956	28170.951516529	0.3329	136.6186	363.881	1479.784	DS3B__0__20181208_020355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181208_020355.wav														X	0	1	X	Y	620	
1203	Spectrogram 1	1	28794.194109799	28794.495617337	0.3015	236.1941	121.294	921.833	DS3B__0__20181209_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_140355.wav														Y	1	0	X	B	627	
1204	Spectrogram 1	1	28794.746873618	28794.947878643	0.2010	236.7469	153.639	938.005	DS3B__0__20181209_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_140355.wav														Y	1	0	X	B	627	
1205	Spectrogram 1	1	28797.077275628	28797.359938945	0.2827	239.0773	202.156	1204.852	DS3B__0__20181209_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_140355.wav														Y	1	0	X	B	627	
1206	Spectrogram 1	1	28798.540843467	28798.848632412	0.3078	240.5408	121.294	1301.887	DS3B__0__20181209_140355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_140355.wav														Y	1	0	X	B	627	
1207	Spectrogram 1	1	29054.940450358	29055.166581011	0.2261	234.9404	938.005	1690.027	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														X	0	1	X	Y	628	
1208	Spectrogram 1	1	29057.788122533	29058.102192885	0.3141	237.7881	32.345	1229.111	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1209	Spectrogram 1	1	29058.196413991	29058.579579820	0.3832	238.1964	48.518	1326.146	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1210	Spectrogram 1	1	29059.785609970	29060.137368764	0.3518	239.7856	0.000	1221.024	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1211	Spectrogram 1	1	29061.483642146	29061.791431091	0.3078	241.4836	64.690	832.884	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1212	Spectrogram 1	1	29061.923340639	29062.193441141	0.2701	241.9233	80.863	970.350	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1213	Spectrogram 1	1	29062.513792900	29062.846707473	0.3329	242.5138	64.690	1051.213	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1214	Spectrogram 1	1	29063.361782850	29063.650727573	0.2889	243.3618	881.402	1495.957	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														X	0	1	X	Y	628	
1215	Spectrogram 1	1	29064.107977765	29065.119284297	1.0113	244.1080	40.431	1447.439	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	3	0	X	B	628	
1216	Spectrogram 1	1	29065.967197329	29066.482272706	0.5151	245.9672	444.744	1536.388	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														X	0	1	X	Y	628	
1217	Spectrogram 1	1	29067.028755118	29067.336544062	0.3078	247.0288	56.604	1132.075	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1219	Spectrogram 1	1	29068.302065834	29068.584729151	0.2827	248.3021	88.949	1407.008	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1221	Spectrogram 1	1	29072.998672129	29073.557717355	0.5590	252.9987	129.380	1867.925	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	2	0	X	B	628	
1222	Spectrogram 1	1	29070.536360571	29070.749928410	0.2136	250.5364	72.776	849.057	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1223	Spectrogram 1	1	29071.063998762	29071.491134441	0.4271	251.0640	64.690	1455.526	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	2	0	X	B	628	
1224	Spectrogram 1	1	29072.207214843	29072.552692230	0.3455	252.2072	113.208	921.833	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														Y	1	0	X	B	628	
1225	Spectrogram 1	1	29069.770028913	29070.253697255	0.4837	249.7700	396.226	2805.930	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														X	0	1	X	Y	628	
1226	Spectrogram 1	1	29074.600430923	29074.857968611	0.2575	254.6004	582.210	2708.895	DS3B__0__20181209_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181209_200355.wav														X	0	1	X	Y	628	
1227	Spectrogram 1	1	29418.897618434	29420.499377228	1.6018	74.8976	8.086	1051.213	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														Y	2	2	X	BY	642	
1228	Spectrogram 1	1	29420.869980243	29421.479276726	0.6093	76.8700	121.294	946.092	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														Y	2	0	X	B	642	
1229	Spectrogram 1	1	29421.825210908	29422.107874225	0.2827	77.8252	137.466	1035.040	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														Y	1	0	X	B	642	
1230	Spectrogram 1	1	29422.536670978	29422.882148364	0.3455	78.5367	283.019	1592.992	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														X	0	1	X	Y	642	
1231	Spectrogram 1	1	29424.724196106	29425.189020227	0.4648	80.7242	315.364	1819.407	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														X	0	1	X	Y	642	
1232	Spectrogram 1	1	29426.827251860	29427.241824724	0.4146	82.8273	339.623	986.523	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														X	0	1	X	Y	642	
1233	Spectrogram 1	1	29427.896081566	29429.705126792	1.8090	83.8961	32.345	1091.644	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														Y	3	3	X	BY	642	
1234	Spectrogram 1	1	29431.573955573	29432.252347533	0.6784	87.5740	121.294	1067.385	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														Y	1	1	X	BY	642	
1235	Spectrogram 1	1	29433.598152794	29434.716243247	1.1181	89.5982	56.604	1520.216	DS3B__0__20181211_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181211_200355.wav														Y	2	0	X	BY	642	
1237	Spectrogram 1	1	30898.432132915	30898.777610302	0.3455	244.4321	97.035	1018.868	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1238	Spectrogram 1	1	30899.085399246	30899.342936935	0.2575	245.0854	113.208	695.418	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1239	Spectrogram 1	1	30906.070323869	30906.422082663	0.3518	252.0703	121.294	1010.782	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1240	Spectrogram 1	1	30903.589168090	30903.834142965	0.2450	249.5892	97.035	865.229	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1241	Spectrogram 1	1	30902.891931910	30903.136906784	0.2450	248.8919	88.949	800.539	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1242	Spectrogram 1	1	30900.624343970	30900.812786181	0.1884	246.6243	137.466	735.849	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1243	Spectrogram 1	1	30900.982384171	30901.214796231	0.2324	246.9824	129.380	743.935	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1244	Spectrogram 1	1	30904.569067588	30904.795198241	0.2261	250.5691	113.208	768.194	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														Y	1	0	X	B	663	
1245	Spectrogram 1	1	30902.565298744	30902.760022362	0.1947	248.5653	48.518	800.539	DS3B__0__20181218_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181218_200355.wav														X	1	0	X	B	663	Too faint
1246	Spectrogram 1	1	30953.483966080	30953.703815327	0.2198	37.4840	97.035	1018.868	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1247	Spectrogram 1	1	30954.501554020	30954.702559045	0.2010	38.5016	145.553	962.264	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1248	Spectrogram 1	1	30954.953815327	30955.154820352	0.2010	38.9538	56.604	889.488	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1249	Spectrogram 1	1	30955.355825377	30955.512860553	0.1570	39.3558	129.380	1002.695	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1250	Spectrogram 1	1	30956.568136935	30956.769141960	0.2010	40.5681	121.294	840.970	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1251	Spectrogram 1	1	30956.938739950	30957.171152010	0.2324	40.9387	137.466	832.884	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1252	Spectrogram 1	1	30957.648538945	30957.805574121	0.1570	41.6485	121.294	865.229	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1253	Spectrogram 1	1	30958.195021357	30958.339493719	0.1445	42.1950	113.208	865.229	DS3B__0__20181221_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181221_060355.wav														Y	1	0	X	B	679	
1255	Spectrogram 1	1	31948.381713065	31948.595280905	0.2136	246.3817	145.553	816.712	DS3B__0__20181223_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181223_060355.wav														Y	1	0	X	B	690	
1256	Spectrogram 1	1	31948.827692965	31949.022416583	0.1947	246.8277	129.380	784.367	DS3B__0__20181223_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181223_060355.wav														Y	1	0	X	B	690	
1257	Spectrogram 1	1	31949.386738191	31949.600306030	0.2136	247.3867	169.811	840.970	DS3B__0__20181223_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181223_060355.wav														Y	1	0	X	B	690	
1258	Spectrogram 1	1	31950.705833668	31950.875431658	0.1696	248.7058	137.466	832.884	DS3B__0__20181223_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181223_060355.wav														Y	1	0	X	B	690	
1259	Spectrogram 1	1	31951.246034673	31951.509853769	0.2638	249.2460	80.863	768.194	DS3B__0__20181223_060355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181223_060355.wav														Y	1	0	X	B	690	
1260	Spectrogram 1	1	32790.356772613	32791.255013819	0.8982	40.3568	80.863	970.350	DS3B__0__20181227_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181227_200355.wav														Y	2	1	X	B	697	
1261	Spectrogram 1	1	32791.330390704	32791.531395729	0.2010	41.3304	48.518	881.402	DS3B__0__20181227_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181227_200355.wav														Y	1	0	X	B	697	
1262	Spectrogram 1	1	32791.638179648	32791.883154523	0.2450	41.6382	97.035	954.178	DS3B__0__20181227_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181227_200355.wav														Y	1	0	X	B	697	
1263	Spectrogram 1	1	32792.241194724	32793.221094221	0.9799	42.2412	32.345	954.178	DS3B__0__20181227_200355.wav	D:\ringed-seal-data\Kitikmeot_2018_2019\DS3B__0__20181227_200355.wav														Y	2	1	X	BY	697	
