Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH
4863	Spectrogram 1	1	238403.066952268	238403.066952268	1053.763	1053.763	67145740.220520122845.wav	66		RS	YELP			
4864	Spectrogram 1	1	238404.184485986	238404.184485986	1064.516	1064.516	67145740.220520122845.wav	66		RS	YELP			
4865	Spectrogram 1	1	238409.432342447	238416.522901214	849.462	1290.323	67145740.220520122845.wav	66		RS	YELP		7	
4866	Spectrogram 1	1	238419.610126355	238426.055213060	698.925	1118.280	67145740.220520122845.wav	66		RS	YELP		3	
4867	Spectrogram 1	1	238444.136306003	238444.136306003	451.613	451.613	67145740.220520122845.wav	66		BS				
4868	Spectrogram 1	1	238453.819268656	238453.819268656	784.946	784.946	67145740.220520122845.wav	66		RS	YELP			
4869	Spectrogram 1	1	238478.977785442	238478.977785442	870.968	870.968	67145740.220520122845.wav	66		RS	YELP			
4870	Spectrogram 1	1	238490.659346499	238490.659346499	849.462	849.462	67145740.220520122845.wav	66		RS	YELP			
4871	Spectrogram 1	1	238603.438299990	238603.438299990	1225.806	1225.806	67145740.220520123345.wav	66		RS	YELP			
4872	Spectrogram 1	1	238605.365082263	238605.365082263	1096.774	1096.774	67145740.220520123345.wav	66		RS	YELP			
4873	Spectrogram 1	1	238712.957474132	238721.570190895	591.398	1344.086	67145740.220520123345.wav	66		RS	YELP		4	
4874	Spectrogram 1	1	238723.608205522	238730.824005136	602.151	1344.086	67145740.220520123345.wav	66		RS	YELP		3	
4875	Spectrogram 1	1	238736.911756794	238736.911756794	1096.774	1096.774	67145740.220520123345.wav	66		RS	YELP			
4876	Spectrogram 1	1	238742.393452362	238742.393452362	903.226	903.226	67145740.220520123345.wav	66		RS	YELP			
4877	Spectrogram 1	1	238748.705411876	238748.705411876	989.247	989.247	67145740.220520123345.wav	66		RS	YELP			
4878	Spectrogram 1	1	238754.332495183	238754.332495183	989.247	989.247	67145740.220520123345.wav	66		RS	YELP			
4879	Spectrogram 1	1	238759.226522158	238759.226522158	849.462	849.462	67145740.220520123345.wav	66		RS	YELP			
4880	Spectrogram 1	1	238761.107754231	238765.847638624	623.656	1440.860	67145740.220520123345.wav	66		RS	YELP		3	
4881	Spectrogram 1	1	238778.598560555	238781.103377510	580.645	1354.839	67145740.220520123345.wav	66		RS	YELP		2	
4882	Spectrogram 1	1	238910.761818867	238910.761818867	322.581	322.581	67145740.220520123845.wav	66		BS				
4883	Spectrogram 1	1	239029.113539756	239029.113539756	763.441	763.441	67145740.220520123845.wav	66		BS				
4884	Spectrogram 1	1	239058.576668056	239058.576668056	1000.000	1000.000	67145740.220520123845.wav	66		BS				
4885	Spectrogram 1	1	239097.214781692	239097.214781692	989.247	989.247	67145740.220520123845.wav	66		BS				
4886	Spectrogram 1	1	239184.462983009	239184.462983009	1064.516	1064.516	67145740.220520124345.wav	66		BS				
4887	Spectrogram 1	1	239213.448785253	239213.448785253	817.204	817.204	67145740.220520124345.wav	66		BS				
4888	Spectrogram 1	1	239217.572099318	239217.572099318	1580.645	1580.645	67145740.220520124345.wav	66		BS				
4889	Spectrogram 1	1	239271.867969415	239271.867969415	1311.828	1311.828	67145740.220520124345.wav	66		BS				
4890	Spectrogram 1	1	239302.535334326	239302.535334326	817.204	817.204	67145740.220520124345.wav	66		BS				
4891	Spectrogram 1	1	239338.374358506	239338.374358506	1139.785	1139.785	67145740.220520124345.wav	66		RS	YELP			
4892	Spectrogram 1	1	239403.551272097	239403.551272097	1935.484	1935.484	67145740.220520124345.wav	66		BS				
4893	Spectrogram 1	1	239496.187461753	239496.187461753	924.731	924.731	67145740.220520124845.wav	66		BS				
4894	Spectrogram 1	1	239518.281521604	239518.281521604	526.882	526.882	67145740.220520124845.wav	66		BS				
4895	Spectrogram 1	1	239521.966921039	239521.966921039	1010.753	1010.753	67145740.220520124845.wav	66		RS	YELP			
4896	Spectrogram 1	1	239553.090596965	239553.090596965	795.699	795.699	67145740.220520124845.wav	66		BS				
4897	Spectrogram 1	1	239596.081491097	239596.495749286	1172.043	1677.419	67145740.220520124845.wav	66		RS	YELP			
4898	Spectrogram 1	1	239652.387324784	239652.387324784	1096.774	1096.774	67145740.220520124845.wav	66		BS				
4899	Spectrogram 1	1	239763.525865640	239763.525865640	924.731	924.731	67145740.220520125345.wav	66		RS	YELP			
4900	Spectrogram 1	1	239777.771784750	239777.771784750	2279.570	2279.570	67145740.220520125345.wav	66		BS				
4901	Spectrogram 1	1	239790.946598781	239790.946598781	537.634	537.634	67145740.220520125345.wav	66		BS				
4902	Spectrogram 1	1	239902.558104492	239902.558104492	1451.613	1451.613	67145740.220520125345.wav	66		BS				
4903	Spectrogram 1	1	240092.960086257	240092.960086257	451.613	451.613	67145740.220520125845.wav	66		BS				
4904	Spectrogram 1	1	240155.692626153	240155.692626153	838.710	838.710	67145740.220520125845.wav	66		BS				
4905	Spectrogram 1	1	240167.900550397	240167.900550397	301.075	301.075	67145740.220520125845.wav	66		BS				
4906	Spectrogram 1	1	240216.467720392	240216.467720392	2075.269	2075.269	67145740.220520125845.wav	66		BS				
4907	Spectrogram 1	1	240298.390995287	240298.390995287	1989.247	1989.247	67145740.220520125845.wav	66		BS				
4908	Spectrogram 1	1	240866.878469801	240873.747448606	731.183	1311.828	67145740.220520130845.wav	66		RS	YELP		5	
4909	Spectrogram 1	1	241012.130707400	241012.130707400	268.817	268.817	67145740.220520131345.wav	66		?				?
4910	Spectrogram 1	1	241154.784412609	241154.784412609	451.613	451.613	67145740.220520131345.wav	66		BS				
4911	Spectrogram 1	1	241211.183078798	241211.183078798	860.215	860.215	67145740.220520131345.wav	67		RS	YELP			
4912	Spectrogram 1	1	241304.187980361	241304.187980361	1881.720	1881.720	67145740.220520131845.wav	67		BS				
4913	Spectrogram 1	1	241392.868142122	241392.868142122	1161.290	1161.290	67145740.220520131845.wav	67		BS				
4914	Spectrogram 1	1	241417.319883344	241417.319883344	1150.538	1150.538	67145740.220520131845.wav	67		BS				
4915	Spectrogram 1	1	241426.946790726	241426.946790726	2096.774	2096.774	67145740.220520131845.wav	67		BS				
4916	Spectrogram 1	1	241470.664593679	241470.664593679	956.989	956.989	67145740.220520131845.wav	67		BS				
4917	Spectrogram 1	1	241767.012468152	241767.012468152	1333.333	1333.333	67145740.220520132345.wav	67		RS	YELP			
4918	Spectrogram 1	1	242215.115451920	242215.115451920	860.215	860.215	67145740.220520133345.wav	67		BS				
4919	Spectrogram 1	1	242256.899472532	242256.899472532	290.323	290.323	67145740.220520133345.wav	67		BS				
4920	Spectrogram 1	1	242307.765674451	242307.765674451	774.194	774.194	67145740.220520133345.wav	67		BS				
4921	Spectrogram 1	1	242379.488382744	242379.488382744	440.860	440.860	67145740.220520133345.wav	67		BS				
4922	Spectrogram 1	1	242399.288695282	242399.288695282	1172.043	1172.043	67145740.220520133345.wav	67		RS	YELP			
4923	Spectrogram 1	1	242415.669846321	242415.669846321	1494.624	1494.624	67145740.220520133345.wav	67		BS				
4924	Spectrogram 1	1	242482.721001157	242482.721001157	2193.548	2193.548	67145740.220520133845.wav	67		BS				
4925	Spectrogram 1	1	242616.536034180	242616.536034180	516.129	516.129	67145740.220520133845.wav	67		BS				
4926	Spectrogram 1	1	242700.105837460	242700.105837460	311.828	311.828	67145740.220520133845.wav	67		BS				
4927	Spectrogram 1	1	242746.637620271	242746.637620271	473.118	473.118	67145740.220520134345.wav	67		BS				
4928	Spectrogram 1	1	242784.292198539	242784.292198539	2397.849	2397.849	67145740.220520134345.wav	67		BS				
4929	Spectrogram 1	1	242806.293424910	242806.293424910	1247.312	1247.312	67145740.220520134345.wav	67		BS				
4930	Spectrogram 1	1	242806.052592314	242806.052592314	215.054	215.054	67145740.220520134345.wav	67		BH				BH
4931	Spectrogram 1	1	242814.177460174	242814.177460174	225.806	225.806	67145740.220520134345.wav	67		BS				
4932	Spectrogram 1	1	242862.833113018	242862.833113018	817.204	817.204	67145740.220520134345.wav	67		BS				
4933	Spectrogram 1	1	242914.763394488	242914.763394488	1311.828	1311.828	67145740.220520134345.wav	67		BS				
4934	Spectrogram 1	1	243036.392388415	243036.392388415	333.333	333.333	67145740.220520134845.wav	67		BS				
4935	Spectrogram 1	1	243073.345443970	243073.345443970	946.237	946.237	67145740.220520134845.wav	67		BS				
4936	Spectrogram 1	1	243087.186750701	243087.186750701	247.312	247.312	67145740.220520134845.wav	67		BS				
4937	Spectrogram 1	1	243108.958531204	243108.958531204	1698.925	1698.925	67145740.220520134845.wav	67		BS				
4938	Spectrogram 1	1	243143.840280626	243143.840280626	258.065	258.065	67145740.220520134845.wav	67		BS				
4939	Spectrogram 1	1	243196.342481782	243196.342481782	2000.000	2000.000	67145740.220520134845.wav	67		BS				
4942	Spectrogram 1	1	243349.589117714	243349.589117714	2346.429	2346.429	67145740.220520135345.wav	67		BS				
4943	Spectrogram 1	1	243455.785468617	243455.785468617	1446.429	1446.429	67145740.220520135345.wav	67		RS	YELP			
4944	Spectrogram 1	1	243459.590863607	243459.590863607	1467.857	1467.857	67145740.220520135345.wav	67		RS	YELP			
4945	Spectrogram 1	1	243463.659002766	243463.659002766	1757.143	1757.143	67145740.220520135345.wav	67		RS	YELP			
4946	Spectrogram 1	1	243465.460544191	243465.460544191	1800.000	1800.000	67145740.220520135345.wav	67		RS	YELP			
4947	Spectrogram 1	1	243464.834339952	243464.834339952	1221.429	1221.429	67145740.220520135345.wav	67		RS	BARK			
4948	Spectrogram 1	1	243465.942239760	243465.942239760	1232.143	1232.143	67145740.220520135345.wav	67		RS	BARK			
4949	Spectrogram 1	1	243466.491372708	243466.491372708	1125.000	1125.000	67145740.220520135345.wav	67		RS	BARK			
4950	Spectrogram 1	1	243466.208483645	243466.208483645	1210.714	1210.714	67145740.220520135345.wav	67		RS	YELP			
4951	Spectrogram 1	1	243466.613107923	243466.613107923	1607.143	1607.143	67145740.220520135345.wav	67		RS	YELP			
4952	Spectrogram 1	1	243467.220044339	243467.220044339	1317.857	1317.857	67145740.220520135345.wav	67		RS	YELP			
4953	Spectrogram 1	1	243466.892491352	243466.892491352	1435.714	1435.714	67145740.220520135345.wav	67		RS	BARK			
4954	Spectrogram 1	1	243467.875150312	243467.875150312	1189.286	1189.286	67145740.220520135345.wav	67		RS	YELP			
4955	Spectrogram 1	1	243467.586132971	243467.586132971	1017.857	1017.857	67145740.220520135345.wav	67		RS	BARK			
4956	Spectrogram 1	1	243468.588059753	243468.588059753	1232.143	1232.143	67145740.220520135345.wav	67		RS	BARK			
4957	Spectrogram 1	1	243469.204630081	243469.204630081	1317.857	1317.857	67145740.220520135345.wav	67		RS	YELP			
4958	Spectrogram 1	1	243469.445477865	243469.445477865	782.143	782.143	67145740.220520135345.wav	67		RS	BARK			
4959	Spectrogram 1	1	243469.811566497	243469.811566497	1178.571	1178.571	67145740.220520135345.wav	67		RS	YELP			
4961	Spectrogram 1	1	243470.033146458	243470.033146458	492.857	492.857	67145740.220520135345.wav	67		RS	BARK			
4962	Spectrogram 1	1	243495.246846760	243495.246846760	396.429	396.429	67145740.220520135345.wav	67		BS				
4963	Spectrogram 1	1	243520.871302874	243520.871302874	1307.143	1307.143	67145740.220520135345.wav	67		BS				
4964	Spectrogram 1	1	243603.832392494	243603.832392494	1510.714	1510.714	67145740.220520135345.wav	67		BS				
4965	Spectrogram 1	1	243647.180639872	243647.180639872	1232.143	1232.143	67145740.220520135845.wav	67		RS	YELP			
4966	Spectrogram 1	1	243651.005302685	243651.005302685	1275.000	1275.000	67145740.220520135845.wav	67		RS	YELP			
4967	Spectrogram 1	1	243652.113202493	243652.113202493	1103.571	1103.571	67145740.220520135845.wav	67		RS	YELP			
4968	Spectrogram 1	1	243660.037532343	243660.037532343	782.143	782.143	67145740.220520135845.wav	67		RS	BARK			
4969	Spectrogram 1	1	243689.097786697	243689.097786697	1307.143	1307.143	67145740.220520135845.wav	67		BS				
4970	Spectrogram 1	1	243708.031925929	243708.031925929	1317.857	1317.857	67145740.220520135845.wav	67		BS				
4971	Spectrogram 1	1	243851.815411771	243851.815411771	235.714	235.714	67145740.220520135845.wav	67		BS				
4972	Spectrogram 1	1	243876.085001253	243876.085001253	750.000	750.000	67145740.220520135845.wav	67		BS				
4973	Spectrogram 1	1	243893.680009308	243893.680009308	375.000	375.000	67145740.220520135845.wav	67		BS				
4974	Spectrogram 1	1	243951.650774747	243951.650774747	2067.857	2067.857	67145740.220520140345.wav	67		BS				
4975	Spectrogram 1	1	243959.108297925	243959.108297925	396.429	396.429	67145740.220520140345.wav	67		BS				
4976	Spectrogram 1	1	244012.279601145	244012.279601145	1435.714	1435.714	67145740.220520140345.wav	67		BS				
4977	Spectrogram 1	1	244050.479813307	244050.479813307	2003.571	2003.571	67145740.220520140345.wav	67		BS				
4978	Spectrogram 1	1	244108.738694219	244109.480505394	139.286	707.143	67145740.220520140345.wav	67		RS	BARK		2	
4979	Spectrogram 1	1	244186.366109154	244186.366109154	1371.429	1371.429	67145740.220520140345.wav	67		BS				
4980	Spectrogram 1	1	244194.103021710	244194.103021710	192.857	192.857	67145740.220520140345.wav	67		RS	GROWL			RS growl
4981	Spectrogram 1	1	244314.308850811	244314.308850811	342.857	342.857	67145740.220520140845.wav	67		BS				
4982	Spectrogram 1	1	244341.006173429	244341.006173429	600.000	600.000	67145740.220520140845.wav	67		BS				
4983	Spectrogram 1	1	244354.252797641	244354.252797641	289.286	289.286	67145740.220520140845.wav	67		BS				
4984	Spectrogram 1	1	244391.323209660	244391.323209660	214.286	214.286	67145740.220520140845.wav	67		BS				
4985	Spectrogram 1	1	244449.945563136	244449.945563136	2132.143	2132.143	67145740.220520140845.wav	67		BS				
4986	Spectrogram 1	1	244559.193250311	244559.193250311	332.143	332.143	67145740.220520141345.wav	67		BS				
4987	Spectrogram 1	1	244576.754117639	244576.754117639	1200.000	1200.000	67145740.220520141345.wav	67		RS	YELP			RS yelp
4988	Spectrogram 1	1	244585.379971007	244585.379971007	535.714	535.714	67145740.220520141345.wav	67		BS				
4989	Spectrogram 1	1	244619.812446086	244619.812446086	1692.857	1692.857	67145740.220520141345.wav	67		BS				
4990	Spectrogram 1	1	244633.469822855	244633.469822855	321.429	321.429	67145740.220520141345.wav	67		BS				
4991	Spectrogram 1	1	244704.817698871	244704.817698871	375.000	375.000	67145740.220520141345.wav	67		BS				
4992	Spectrogram 1	1	244741.662155466	244741.662155466	332.143	332.143	67145740.220520141345.wav	67		BS				
4993	Spectrogram 1	1	244781.790896139	244781.790896139	492.857	492.857	67145740.220520141345.wav	67		BS				
4994	Spectrogram 1	1	244807.748147871	244807.748147871	717.857	717.857	67145740.220520141345.wav	68		RS	YELP			
4995	Spectrogram 1	1	244808.037165212	244808.037165212	996.429	996.429	67145740.220520141345.wav	68		RS	YELP			
4996	Spectrogram 1	1	244811.534275038	244811.534275038	696.429	696.429	67145740.220520141345.wav	68		RS	YELP			
4997	Spectrogram 1	1	244876.201482348	244876.201482348	471.429	471.429	67145740.220520141845.wav	68		BS				
4998	Spectrogram 1	1	244935.492077073	244935.492077073	300.000	300.000	67145740.220520141845.wav	68		BS				
4999	Spectrogram 1	1	244976.000033394	244976.000033394	385.714	385.714	67145740.220520141845.wav	68		BS				
5000	Spectrogram 1	1	245167.472284024	245167.472284024	814.286	814.286	67145740.220520142345.wav	68		BS				
5001	Spectrogram 1	1	245244.421835873	245244.421835873	964.286	964.286	67145740.220520142345.wav	68		BS				
5002	Spectrogram 1	1	245307.183240549	245307.183240549	342.857	342.857	67145740.220520142345.wav	68		BS				
5003	Spectrogram 1	1	245352.147346799	245352.147346799	535.714	535.714	67145740.220520142345.wav	68		BS				
5004	Spectrogram 1	1	245369.209005862	245369.209005862	1360.714	1360.714	67145740.220520142345.wav	68		BS				
5005	Spectrogram 1	1	245437.300598069	245437.300598069	385.714	385.714	67145740.220520142845.wav	68		BS				
5006	Spectrogram 1	1	245538.073079672	245538.073079672	1371.429	1371.429	67145740.220520142845.wav	68		BS				
5007	Spectrogram 1	1	245536.743599903	245536.743599903	407.143	407.143	67145740.220520142845.wav	68		BS				
5008	Spectrogram 1	1	245591.902997158	245591.902997158	2625.000	2625.000	67145740.220520142845.wav	68		BS				
5009	Spectrogram 1	1	245631.153302370	245631.153302370	407.143	407.143	67145740.220520142845.wav	68		BS				
5010	Spectrogram 1	1	245687.451253983	245687.451253983	546.429	546.429	67145740.220520142845.wav	68		BS				
5011	Spectrogram 1	1	245719.287814294	245719.287814294	332.143	332.143	67145740.220520143345.wav	68		BS				
5012	Spectrogram 1	1	245742.861117745	245742.861117745	1317.857	1317.857	67145740.220520143345.wav	68		BS				
5013	Spectrogram 1	1	245837.657077906	245837.657077906	385.714	385.714	67145740.220520143345.wav	68		BS				
5014	Spectrogram 1	1	245875.135610596	245875.135610596	450.000	450.000	67145740.220520143345.wav	68		BS				
5015	Spectrogram 1	1	245897.712248373	245897.712248373	375.000	375.000	67145740.220520143345.wav	68		BS				
5016	Spectrogram 1	1	245935.358063189	245935.358063189	1135.714	1135.714	67145740.220520143345.wav	68		BS				
5017	Spectrogram 1	1	245957.232295895	245957.232295895	332.143	332.143	67145740.220520143345.wav	68		BS				
5018	Spectrogram 1	1	245991.437079253	245991.437079253	535.714	535.714	67145740.220520143345.wav	68		BS				
5019	Spectrogram 1	1	246015.578764996	246015.578764996	975.000	975.000	67145740.220520143345.wav	68		BS				
5020	Spectrogram 1	1	246056.627127368	246056.627127368	310.714	310.714	67145740.220520143845.wav	68		BS				
5021	Spectrogram 1	1	246116.800532842	246116.800532842	375.000	375.000	67145740.220520143845.wav	68		BS				
5022	Spectrogram 1	1	246150.287135080	246150.287135080	1928.571	1928.571	67145740.220520143845.wav	68		BS				
5023	Spectrogram 1	1	246169.393805999	246169.393805999	492.857	492.857	67145740.220520143845.wav	68		BS				
5024	Spectrogram 1	1	246293.197440620	246293.197440620	996.429	996.429	67145740.220520143845.wav	68		BS				
5025	Spectrogram 1	1	246342.415347075	246342.415347075	2678.571	2678.571	67145740.220520144345.wav	68		BS				
5026	Spectrogram 1	1	246384.898275439	246384.898275439	728.571	728.571	67145740.220520144345.wav	68		BS				
