Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	Quantity
1699	Spectrogram 1	1	138604.103953155	138604.103953155	1082.143	1082.143	67653638.220520235512.wav	BS				
1700	Spectrogram 1	1	138620.505248776	138620.505248776	1042.553	1042.553	67653638.220521000012.wav	BS				
1701	Spectrogram 1	1	138626.790060352	138626.790060352	1446.809	1446.809	67653638.220521000012.wav	BS				
1702	Spectrogram 1	1	138637.520486479	138637.520486479	329.787	329.787	67653638.220521000012.wav	BS				
1703	Spectrogram 1	1	138686.619272106	138686.619272106	542.553	542.553	67653638.220521000012.wav	BS				
1704	Spectrogram 1	1	138704.596152749	138704.596152749	521.277	521.277	67653638.220521000012.wav	BS				
1705	Spectrogram 1	1	138723.134426187	138723.134426187	680.851	680.851	67653638.220521000012.wav	BS				
1706	Spectrogram 1	1	138791.982721930	138791.982721930	319.149	319.149	67653638.220521000012.wav	BS				
1707	Spectrogram 1	1	138804.500683750	138804.500683750	2489.362	2489.362	67653638.220521000012.wav	BS				
1708	Spectrogram 1	1	138821.515049665	138821.515049665	1148.936	1148.936	67653638.220521000012.wav	BS				
1709	Spectrogram 1	1	138827.248973166	138827.248973166	2042.553	2042.553	67653638.220521000012.wav	BS				
1710	Spectrogram 1	1	138841.551831235	138841.551831235	404.255	404.255	67653638.220521000012.wav	BS				
1711	Spectrogram 1	1	138842.871677092	138842.871677092	1191.489	1191.489	67653638.220521000012.wav	BS				
1712	Spectrogram 1	1	138851.492265082	138851.492265082	1621.908	1621.908	67653638.220521000012.wav	BS				
1713	Spectrogram 1	1	138875.718921689	138875.718921689	858.657	858.657	67653638.220521000012.wav	BS				
1714	Spectrogram 1	1	138895.356334142	138895.356334142	265.018	265.018	67653638.220521000012.wav	BS				
1715	Spectrogram 1	1	138898.285043198	138898.285043198	1674.912	1674.912	67653638.220521000012.wav	BS				
1716	Spectrogram 1	1	138906.590377717	138906.590377717	477.032	477.032	67653638.220521000012.wav	BS				
1717	Spectrogram 1	1	138915.340595524	138915.340595524	1144.876	1144.876	67653638.220521000512.wav	BS				
1718	Spectrogram 1	1	138918.818437528	138918.818437528	318.021	318.021	67653638.220521000512.wav	BS				
1719	Spectrogram 1	1	138930.945779825	138930.945779825	1950.530	1950.530	67653638.220521000512.wav	BS				
1720	Spectrogram 1	1	138981.097288705	138981.097288705	2109.541	2109.541	67653638.220521000512.wav	BS				
1721	Spectrogram 1	1	139054.852762866	139054.852762866	1918.728	1918.728	67653638.220521000512.wav	BS				
1722	Spectrogram 1	1	139105.396637507	139105.396637507	932.862	932.862	67653638.220521000512.wav	BS				
1723	Spectrogram 1	1	139153.340241726	139153.340241726	1240.283	1240.283	67653638.220521000512.wav	BS				
1724	Spectrogram 1	1	139177.336539102	139177.336539102	243.816	243.816	67653638.220521000512.wav	BS				
1725	Spectrogram 1	1	139181.903013090	139181.903013090	1144.876	1144.876	67653638.220521000512.wav	BS				
1726	Spectrogram 1	1	139199.946454705	139199.946454705	1303.887	1303.887	67653638.220521000512.wav	BS				
1727	Spectrogram 1	1	139247.758706719	139247.758706719	424.028	424.028	67653638.220521001012.wav	BS				
1728	Spectrogram 1	1	139266.123568423	139266.123568423	583.039	583.039	67653638.220521001012.wav	BS				
1729	Spectrogram 1	1	139279.438506423	139279.438506423	1547.703	1547.703	67653638.220521001012.wav	BS				
1730	Spectrogram 1	1	139302.666744540	139302.666744540	2236.749	2236.749	67653638.220521001012.wav	BS				
1731	Spectrogram 1	1	139322.940871551	139322.940871551	943.463	943.463	67653638.220521001012.wav	BS				
1732	Spectrogram 1	1	139330.196953049	139330.196953049	1600.707	1600.707	67653638.220521001012.wav	BS				
1733	Spectrogram 1	1	139336.359156641	139336.359156641	275.618	275.618	67653638.220521001012.wav	BS				
1734	Spectrogram 1	1	139355.722440824	139355.722440824	1028.269	1028.269	67653638.220521001012.wav	BS				
1735	Spectrogram 1	1	139374.667958525	139374.667958525	1717.314	1717.314	67653638.220521001012.wav	BS				
1736	Spectrogram 1	1	139393.855206368	139393.855206368	954.064	954.064	67653638.220521001012.wav	BS				
1737	Spectrogram 1	1	139403.381400504	139403.381400504	233.216	233.216	67653638.220521001012.wav	BS				
1738	Spectrogram 1	1	139474.527822312	139474.527822312	572.438	572.438	67653638.220521001012.wav	BS				
1739	Spectrogram 1	1	139508.034588993	139508.034588993	2236.749	2236.749	67653638.220521001012.wav	BS				
1740	Spectrogram 1	1	139513.825445504	139513.825445504	477.032	477.032	67653638.220521001512.wav	BS				
1741	Spectrogram 1	1	139540.629610627	139540.629610627	1515.901	1515.901	67653638.220521001512.wav	BS				
1742	Spectrogram 1	1	139564.171386758	139564.171386758	339.223	339.223	67653638.220521001512.wav	BS				
1743	Spectrogram 1	1	139578.501392415	139578.501392415	1229.682	1229.682	67653638.220521001512.wav	BS				
1744	Spectrogram 1	1	139587.506471649	139587.506471649	2088.339	2088.339	67653638.220521001512.wav	BS				
1745	Spectrogram 1	1	139592.896206226	139592.896206226	349.823	349.823	67653638.220521001512.wav	BS				
1746	Spectrogram 1	1	139673.456711628	139673.456711628	1409.894	1409.894	67653638.220521001512.wav	BS				
1747	Spectrogram 1	1	139685.673392971	139685.673392971	180.212	180.212	67653638.220521001512.wav	BS				
1748	Spectrogram 1	1	139704.941217738	139704.941217738	848.057	848.057	67653638.220521001512.wav	BS				
1749	Spectrogram 1	1	139741.015819354	139741.015819354	1261.484	1261.484	67653638.220521001512.wav	BS				
1750	Spectrogram 1	1	139756.072770211	139756.072770211	1346.290	1346.290	67653638.220521001512.wav	BS				
1751	Spectrogram 1	1	139758.630113708	139758.630113708	295.775	295.775	67653638.220521001512.wav	BS				
1752	Spectrogram 1	1	139772.233217068	139772.233217068	2376.761	2376.761	67653638.220521001512.wav	BS				
1753	Spectrogram 1	1	139779.200281225	139779.200281225	359.155	359.155	67653638.220521001512.wav	BS				
1754	Spectrogram 1	1	139787.233203910	139787.233203910	834.507	834.507	67653638.220521001512.wav	BS				
1755	Spectrogram 1	1	139792.227069053	139792.227069053	264.085	264.085	67653638.220521001512.wav	BS				
1756	Spectrogram 1	1	139798.572307722	139798.572307722	443.662	443.662	67653638.220521001512.wav	BS				
1757	Spectrogram 1	1	139824.078553485	139824.078553485	2049.296	2049.296	67653638.220521002012.wav	BS				
1758	Spectrogram 1	1	139890.319567190	139890.319567190	2080.986	2080.986	67653638.220521002012.wav	BS				
1759	Spectrogram 1	1	139954.631182904	139954.631182904	1489.437	1489.437	67653638.220521002012.wav	BS				
1760	Spectrogram 1	1	139999.769560149	139999.769560149	359.155	359.155	67653638.220521002012.wav	BS				
1761	Spectrogram 1	1	140014.346531300	140014.346531300	855.634	855.634	67653638.220521002012.wav	BS				
1762	Spectrogram 1	1	140024.452512934	140024.452512934	348.592	348.592	67653638.220521002012.wav	BS				
1763	Spectrogram 1	1	140033.995348958	140033.995348958	1426.056	1426.056	67653638.220521002012.wav	BS				
1764	Spectrogram 1	1	140040.143530648	140040.143530648	485.915	485.915	67653638.220521002012.wav	BS				
1765	Spectrogram 1	1	140052.132500461	140052.132500461	1035.211	1035.211	67653638.220521002012.wav	BS				
1766	Spectrogram 1	1	140055.591074643	140055.591074643	697.183	697.183	67653638.220521002012.wav	BS				
1767	Spectrogram 1	1	140071.073645360	140071.073645360	1515.901	1515.901	67653638.220521002012.wav	BS				
1768	Spectrogram 1	1	140084.444609585	140084.444609585	1282.686	1282.686	67653638.220521002012.wav	BS				
1769	Spectrogram 1	1	140095.595450877	140095.595450877	519.435	519.435	67653638.220521002012.wav	BS				
1770	Spectrogram 1	1	140105.982565872	140105.982565872	869.258	869.258	67653638.220521002012.wav	BS				
1771	Spectrogram 1	1	140107.735937741	140107.735937741	1081.272	1081.272	67653638.220521002012.wav	BS				
1772	Spectrogram 1	1	140119.825620800	140119.825620800	1505.300	1505.300	67653638.220521002512.wav	BS				
1773	Spectrogram 1	1	140130.136531270	140130.136531270	275.618	275.618	67653638.220521002512.wav	BS				
1774	Spectrogram 1	1	140209.025119465	140209.025119465	498.233	498.233	67653638.220521002512.wav	BS				
1775	Spectrogram 1	1	140268.896372497	140268.896372497	1325.088	1325.088	67653638.220521002512.wav	BS				
1776	Spectrogram 1	1	140301.881139555	140301.881139555	1017.668	1017.668	67653638.220521002512.wav	BS				
1777	Spectrogram 1	1	140387.588797411	140387.588797411	222.615	222.615	67653638.220521002512.wav	BS				
1778	Spectrogram 1	1	140526.946822575	140526.946822575	381.625	381.625	67653638.220521003012.wav	BS				
1779	Spectrogram 1	1	140548.609109231	140548.609109231	922.261	922.261	67653638.220521003012.wav	BS				
1780	Spectrogram 1	1	140570.557784004	140570.557784004	2268.551	2268.551	67653638.220521003012.wav	BS				
1781	Spectrogram 1	1	140581.111301023	140581.111301023	286.219	286.219	67653638.220521003012.wav	BS				
1782	Spectrogram 1	1	140658.524140683	140658.524140683	1727.915	1727.915	67653638.220521003012.wav	BS				
1783	Spectrogram 1	1	140728.179971834	140728.179971834	1250.883	1250.883	67653638.220521003512.wav	BS				
1784	Spectrogram 1	1	140787.461801146	140787.461801146	922.261	922.261	67653638.220521003512.wav	BS				
1785	Spectrogram 1	1	140796.805821425	140796.805821425	275.618	275.618	67653638.220521003512.wav	BS				
1786	Spectrogram 1	1	140859.329031968	140859.329031968	858.657	858.657	67653638.220521003512.wav	BS				
1787	Spectrogram 1	1	140883.768507745	140883.768507745	381.625	381.625	67653638.220521003512.wav	BS				
1788	Spectrogram 1	1	140914.632046297	140914.632046297	1219.081	1219.081	67653638.220521003512.wav	BS				
1789	Spectrogram 1	1	140916.144570382	140916.144570382	1102.473	1102.473	67653638.220521003512.wav	BS				
1790	Spectrogram 1	1	140934.672351978	140934.672351978	1918.728	1918.728	67653638.220521003512.wav	BS				
1791	Spectrogram 1	1	141000.105867634	141000.105867634	1388.693	1388.693	67653638.220521003512.wav	BS				
1792	Spectrogram 1	1	141030.979060310	141030.979060310	1950.530	1950.530	67653638.220521004012.wav	BS				
1793	Spectrogram 1	1	141078.870983390	141078.870983390	1441.696	1441.696	67653638.220521004012.wav	BS				
1794	Spectrogram 1	1	141111.289088636	141111.289088636	2522.968	2522.968	67653638.220521004012.wav	BS				
1795	Spectrogram 1	1	141110.148790701	141110.148790701	2088.339	2088.339	67653638.220521004012.wav	BS				
1796	Spectrogram 1	1	141130.933515014	141130.933515014	402.827	402.827	67653638.220521004012.wav	BS				
1797	Spectrogram 1	1	141231.907419415	141231.907419415	318.021	318.021	67653638.220521004012.wav	BS				
1798	Spectrogram 1	1	141239.527836729	141239.527836729	2448.763	2448.763	67653638.220521004012.wav	BS				
1799	Spectrogram 1	1	141273.694069252	141273.694069252	1590.106	1590.106	67653638.220521004012.wav	BS				
1800	Spectrogram 1	1	141287.018628636	141287.018628636	275.618	275.618	67653638.220521004012.wav	BS				
1801	Spectrogram 1	1	141298.673920473	141298.673920473	1643.110	1643.110	67653638.220521004012.wav	BS				
1802	Spectrogram 1	1	141341.397697951	141341.397697951	964.664	964.664	67653638.220521004512.wav	BS				
1803	Spectrogram 1	1	141353.228140482	141353.228140482	2183.746	2183.746	67653638.220521004512.wav	BS				
1804	Spectrogram 1	1	141382.008137483	141382.008137483	1123.675	1123.675	67653638.220521004512.wav	BS				
1805	Spectrogram 1	1	141397.775340841	141397.775340841	1060.071	1060.071	67653638.220521004512.wav	BS				
1806	Spectrogram 1	1	141431.772541711	141431.772541711	572.438	572.438	67653638.220521004512.wav	BS				
1807	Spectrogram 1	1	141438.222003879	141438.222003879	593.640	593.640	67653638.220521004512.wav	BS				
1808	Spectrogram 1	1	141516.508048267	141516.508048267	1908.127	1908.127	67653638.220521004512.wav	BS				
1809	Spectrogram 1	1	141523.362131423	141523.362131423	1060.071	1060.071	67653638.220521004512.wav	BS				
1810	Spectrogram 1	1	141547.144751699	141547.144751699	371.025	371.025	67653638.220521004512.wav	BS				
1811	Spectrogram 1	1	141594.039117509	141594.039117509	445.230	445.230	67653638.220521004512.wav	BS				
1812	Spectrogram 1	1	141631.691094673	141631.691094673	890.459	890.459	67653638.220521005012.wav	BS				
1813	Spectrogram 1	1	141662.093967536	141662.093967536	1378.092	1378.092	67653638.220521005012.wav	BS				
1814	Spectrogram 1	1	141703.073118345	141703.073118345	307.420	307.420	67653638.220521005012.wav	BS				
1815	Spectrogram 1	1	141754.952604323	141754.952604323	1134.276	1134.276	67653638.220521005012.wav	BS				
1816	Spectrogram 1	1	141960.663765282	141960.663765282	848.057	848.057	67653638.220521005512.wav	BS				
1817	Spectrogram 1	1	141979.691618673	141979.691618673	1526.502	1526.502	67653638.220521005512.wav	BS				
1818	Spectrogram 1	1	142097.900566156	142097.900566156	2003.534	2003.534	67653638.220521005512.wav	BS				
1819	Spectrogram 1	1	142256.319750953	142256.319750953	392.226	392.226	67653638.220521010012.wav	BS				
1820	Spectrogram 1	1	142430.452683611	142430.452683611	1600.707	1600.707	67653638.220521010012.wav	BS				
1821	Spectrogram 1	1	142477.649206306	142477.649206306	2204.947	2204.947	67653638.220521010012.wav	BS				
1822	Spectrogram 1	1	142502.581795159	142502.581795159	1070.671	1070.671	67653638.220521010012.wav	BS				
1823	Spectrogram 1	1	142592.218320848	142592.218320848	392.226	392.226	67653638.220521010512.wav	BS				
1824	Spectrogram 1	1	142596.572848787	142596.572848787	996.466	996.466	67653638.220521010512.wav	BS				
1825	Spectrogram 1	1	142647.935611844	142647.935611844	795.053	795.053	67653638.220521010512.wav	BS				
1826	Spectrogram 1	1	142690.568293065	142690.568293065	1844.523	1844.523	67653638.220521010512.wav	BS				
1827	Spectrogram 1	1	142691.849603277	142691.849603277	254.417	254.417	67653638.220521010512.wav	BS				
1828	Spectrogram 1	1	142779.919322234	142779.919322234	1505.300	1505.300	67653638.220521010512.wav	BS				
1829	Spectrogram 1	1	142798.025803999	142798.025803999	1070.671	1070.671	67653638.220521010512.wav	BS				
1830	Spectrogram 1	1	142831.261071985	142831.261071985	1229.682	1229.682	67653638.220521011012.wav	BS				
1831	Spectrogram 1	1	142898.286811262	142898.286811262	1166.078	1166.078	67653638.220521011012.wav	BS				
1832	Spectrogram 1	1	142912.716666284	142912.716666284	710.247	710.247	67653638.220521011012.wav	BS				
1833	Spectrogram 1	1	142931.971348217	142931.971348217	286.219	286.219	67653638.220521011012.wav	BS				
1834	Spectrogram 1	1	142935.776743208	142935.776743208	1219.081	1219.081	67653638.220521011012.wav	BS				
1835	Spectrogram 1	1	143033.204495107	143033.204495107	1770.318	1770.318	67653638.220521011012.wav	BS				
1836	Spectrogram 1	1	143073.190476637	143073.190476637	1526.502	1526.502	67653638.220521011012.wav	BS				
1837	Spectrogram 1	1	143124.230069152	143124.230069152	985.866	985.866	67653638.220521011512.wav	BS				
1838	Spectrogram 1	1	143147.185049459	143147.185049459	890.459	890.459	67653638.220521011512.wav	BS				
1839	Spectrogram 1	1	143191.282958327	143191.282958327	583.039	583.039	67653638.220521011512.wav	BS				
1840	Spectrogram 1	1	143204.806345983	143204.806345983	2438.163	2438.163	67653638.220521011512.wav	BS				
1841	Spectrogram 1	1	143287.723663276	143287.723663276	1240.283	1240.283	67653638.220521011512.wav	BS				
1842	Spectrogram 1	1	143323.786899931	143323.786899931	1452.297	1452.297	67653638.220521011512.wav	BS				
1843	Spectrogram 1	1	143329.201151541	143329.201151541	784.452	784.452	67653638.220521011512.wav	BS				
1844	Spectrogram 1	1	143364.797563221	143364.797563221	1102.473	1102.473	67653638.220521011512.wav	BS				
1845	Spectrogram 1	1	143384.277330749	143384.277330749	2056.537	2056.537	67653638.220521011512.wav	BS				
1846	Spectrogram 1	1	143391.325860136	143391.325860136	1166.078	1166.078	67653638.220521011512.wav	BS				
1847	Spectrogram 1	1	143455.808277242	143455.808277242	371.025	371.025	67653638.220521012012.wav	BS				
1848	Spectrogram 1	1	143484.582132106	143484.582132106	413.428	413.428	67653638.220521012012.wav	BS				
1849	Spectrogram 1	1	143512.630834201	143512.630834201	1250.883	1250.883	67653638.220521012012.wav	BS				
1850	Spectrogram 1	1	143528.102891939	143528.102891939	943.463	943.463	67653638.220521012012.wav	BS				
1851	Spectrogram 1	1	143553.257029973	143553.257029973	318.021	318.021	67653638.220521012012.wav	BS				
1852	Spectrogram 1	1	143608.092376584	143608.092376584	339.223	339.223	67653638.220521012012.wav	BS				
1853	Spectrogram 1	1	143609.884284099	143609.884284099	604.240	604.240	67653638.220521012012.wav	BS				
1854	Spectrogram 1	1	143644.710001347	143644.710001347	318.021	318.021	67653638.220521012012.wav	BS				
1855	Spectrogram 1	1	143673.369123724	143673.369123724	1123.675	1123.675	67653638.220521012012.wav	BS				
1856	Spectrogram 1	1	143708.179097664	143708.179097664	1123.675	1123.675	67653638.220521012012.wav	BS				
1857	Spectrogram 1	1	143735.864328802	143735.864328802	2363.958	2363.958	67653638.220521012512.wav	BS				
1858	Spectrogram 1	1	143806.611389752	143806.611389752	1325.088	1325.088	67653638.220521012512.wav	BS				
1859	Spectrogram 1	1	143876.066643678	143876.066643678	996.466	996.466	67653638.220521012512.wav	BS				
1860	Spectrogram 1	1	143882.751691891	143882.751691891	901.060	901.060	67653638.220521012512.wav	BS				
1861	Spectrogram 1	1	143914.836107963	143914.836107963	879.859	879.859	67653638.220521012512.wav	BS				
1862	Spectrogram 1	1	143959.191521691	143959.191521691	1823.322	1823.322	67653638.220521012512.wav	BS				
1863	Spectrogram 1	1	143998.826291761	143998.826291761	1293.286	1293.286	67653638.220521012512.wav	BS				
1864	Spectrogram 1	1	144023.935796651	144023.935796651	1590.106	1590.106	67653638.220521013012.wav	BS				
1865	Spectrogram 1	1	144037.729804285	144037.729804285	1007.067	1007.067	67653638.220521013012.wav	BS				
