	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
2056	2096	Spectrogram 1	1	211313.692359635	211314.031555614	601.583	997.361	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.3392	98.4205	X	0	1	X	Y		
2057	2097	Spectrogram 1	1	211314.257686268	211314.860701343	55.409	1796.834	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.603	98.9859	Y	2	0	X	B		
2058	2098	Spectrogram 1	1	211315.030299333	211315.934821946	47.493	2034.301	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.9045	99.7585	Y	2	1	X	BY		
2059	2099	Spectrogram 1	1	211316.277950707	211317.829458245	55.409	1978.892	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	1.5515	101.0061	Y	2	2	X	BY		
2060	2100	Spectrogram 1	1	211402.483453266	211402.929433166	815.303	1480.211	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.446	187.2116	X	0	1	X	Y		
2061	2101	Spectrogram 1	1	211470.907790249	211471.749498791	886.544	1511.873	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520045844.wav	67145740.220520045844.wav	0.8417	255.636	X	0	2	X	Y		
2062	2102	Spectrogram 1	1	211966.850649752	211968.603162315	0.0	1393.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520050844.wav	67145740.220520050844.wav	1.7525	151.526	X	0	1	X	Y		
2063	2103	Spectrogram 1	1	212384.517201073	212386.093834239	47.493	1456.464	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051344.wav	67145740.220520051344.wav	1.5766	269.1734	Y	2	2	X	BY		
2064	2104	Spectrogram 1	1	212388.645521476	212389.418134541	23.747	1686.016	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051344.wav	67145740.220520051344.wav	0.7726	273.3017	Y	1	1	X	BY		
2065	2105	Spectrogram 1	1	212397.597604523	212397.94308191	554.09	973.615	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051344.wav	67145740.220520051344.wav	0.3455	282.2538	X	0	1	X	Y		
2066	2106	Spectrogram 1	1	212411.638795266	212411.959147025	656.992	1100.264	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051344.wav	67145740.220520051344.wav	0.3204	296.295	X	0	1	X	Y		
2067	2107	Spectrogram 1	1	212412.298343005	212412.73176009	759.894	1606.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051344.wav	67145740.220520051344.wav	0.4334	296.9545	X	0	1	X	Y		
2068	2108	Spectrogram 1	1	212413.271961095	212413.64256411	759.894	1337.731	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051344.wav	67145740.220520051344.wav	0.3706	297.9281	X	0	1	X	Y		
2069	2109	Spectrogram 1	1	212417.70232275	212418.003830288	585.752	973.615	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.3015	2.3118	X	0	1	X	Y		
2070	2110	Spectrogram 1	1	212420.095538831	212420.547800137	261.214	1432.718	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.4523	4.705	X	0	1	X	Y		
2071	2111	Spectrogram 1	1	212422.970905637	212424.440754884	23.747	1781.003	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	1.4698	7.5804	Y	2	1	X	BY		
2072	2112	Spectrogram 1	1	212429.659697147	212430.055425791	435.356	1757.256	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.3957	14.2692	X	0	1	X	Y		
2073	2113	Spectrogram 1	1	212430.752661971	212431.267737348	530.343	1741.425	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.5151	15.3622	X	0	1	X	Y		
2074	2114	Spectrogram 1	1	212437.047320319	212437.436767555	403.694	1496.042	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.3894	21.6568	X	0	1	X	Y		
2075	2115	Spectrogram 1	1	212438.046064037	212438.466918309	546.174	1084.433	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.4209	22.6556	X	0	1	X	Y		
2076	2116	Spectrogram 1	1	212443.067323424	212443.507021917	316.623	1306.069	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.4397	27.6768	X	0	1	X	Y		
2077	2117	Spectrogram 1	1	212443.909031967	212444.267072168	23.747	1353.562	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.358	28.5185	Y	1	0	X	B		
2078	2118	Spectrogram 1	1	212444.436670158	212445.045966641	31.662	1448.549	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.6093	29.0462	Y	1	1	X	BY		
2079	2119	Spectrogram 1	1	212445.628927554	212448.210585845	47.493	1907.652	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	2.5817	30.2384	Y	3	3	X	BY		
2080	2120	Spectrogram 1	1	212449.825292993	212451.741122139	79.156	1440.633	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	1.9158	34.4348	Y	3	2	X	BY		
2081	2121	Spectrogram 1	1	212505.587616306	212506.247164045	641.161	1131.926	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520051844.wav	67145740.220520051844.wav	0.6595	90.1971	X	0	1	X	Y		
2082	2122	Spectrogram 1	1	212889.167649508	212890.800815337	379.947	1258.575	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520052344.wav	67145740.220520052344.wav	1.6332	173.7678	X	0	1	X	Y		
2083	2123	Spectrogram 1	1	212892.433981166	212894.469157046	7.916	1836.412	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520052344.wav	67145740.220520052344.wav	2.0352	177.0341	X	0	1	X	Y		
2084	2124	Spectrogram 1	1	213073.440911558	213073.723574874	585.752	1757.256	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520052844.wav	67145740.220520052844.wav	0.2827	58.0196	X	0	1	X	Y		
2085	2125	Spectrogram 1	1	213606.546651586	213607.463737013	7.916	870.712	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053344.wav	67145740.220520053344.wav	0.9171	291.0558	Y	1	0	X	G		
2086	2126	Spectrogram 1	1	213608.217505857	213608.638360128	31.662	435.356	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053344.wav	67145740.220520053344.wav	0.4209	292.7267	Y	1	0	X	G		
2087	2127	Spectrogram 1	1	213666.05965545	213668.886288616	55.409	664.908	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053844.wav	67145740.220520053844.wav	2.8266	50.594	X	1	0	X	G	TOO WEIRD	
2088	2128	Spectrogram 1	1	213739.116177638	213739.442810804	759.894	1361.478	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053844.wav	67145740.220520053844.wav	0.3266	123.6505	X	0	1	X	Y		
2089	2129	Spectrogram 1	1	213744.565253266	213744.785102513	23.747	1757.256	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053844.wav	67145740.220520053844.wav	0.2198	129.0996	Y	1	0	X	B	GOOD BARK	
2090	2130	Spectrogram 1	1	213877.547211351	213877.823593261	174.142	1503.958	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053844.wav	67145740.220520053844.wav	0.2764	262.0815	Y	1	0	X	B		
2091	2131	Spectrogram 1	1	213885.210066422	213885.568106624	664.908	1084.433	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520053844.wav	67145740.220520053844.wav	0.358	269.7444	X	0	1	X	Y		
2092	2132	Spectrogram 1	1	213995.577850754	213995.923328141	941.953	1670.185	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520054344.wav	67145740.220520054344.wav	0.3455	80.038	X	0	1	X	Y		
2093	2133	Spectrogram 1	1	214005.266289339	214005.511264213	1021.108	1377.309	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520054344.wav	67145740.220520054344.wav	0.245	89.7265	X	0	1	X	Y		
2094	2134	Spectrogram 1	1	214103.740743229	214104.067376395	751.979	1432.718	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520054344.wav	67145740.220520054344.wav	0.3266	188.2009	X	0	1	X	Y		
2095	2135	Spectrogram 1	1	214326.70225798	214327.21105195	277.045	1234.828	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520054844.wav	67145740.220520054844.wav	0.5088	111.1674	Y	1	1	X	BY		
2096	2136	Spectrogram 1	1	214327.933413759	214328.643212754	102.902	1258.575	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520054844.wav	67145740.220520054844.wav	0.7098	112.3986	Y	1	1	X	BY		
2097	2137	Spectrogram 1	1	214329.378137377	214329.692207729	316.623	926.121	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520054844.wav	67145740.220520054844.wav	0.3141	113.8433	X	0	1	X	Y		
2098	2138	Spectrogram 1	1	214853.271311419	214853.673321469	593.668	1108.179	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520055844.wav	67145740.220520055844.wav	0.402	37.6358	X	0	1	X	Y		
2099	2139	Spectrogram 1	1	214854.081612926	214854.678346595	751.979	1266.491	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520055844.wav	67145740.220520055844.wav	0.5967	38.4461	X	0	1	X	Y		
2100	2140	Spectrogram 1	1	216082.741394065	216083.564258387	625.33	1717.678	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520061844.wav	67145740.220520061844.wav	0.8229	67.0147	X	0	2	X	Y		
2101	2141	Spectrogram 1	1	216305.524790452	216305.738358291	1187.335	1551.451	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520061844.wav	67145740.220520061844.wav	0.2136	289.7981	X	0	1	X	Y		
2102	2142	Spectrogram 1	1	216623.451706965	216623.583616513	641.161	981.53	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.1319	7.7137	X	0	1	X	Y		
2103	2143	Spectrogram 1	1	216628.973063749	216629.262008473	601.583	1084.433	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.2889	13.2351	X	0	1	X	Y		
2104	2144	Spectrogram 1	1	216640.528807973	216640.905692395	7.916	498.681	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.3769	24.7908	Y	1	0	X	G		
2105	2145	Spectrogram 1	1	216648.758057106	216649.1098159	31.662	506.596	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.3518	33.0201	Y	1	0	X	G		
2106	2146	Spectrogram 1	1	216652.621122433	216652.979162634	47.493	546.174	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.358	36.8831	Y	1	0	X	G		
2107	2147	Spectrogram 1	1	216660.140471859	216660.54248191	15.831	395.778	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.402	44.4025	Y	1	0	X	G		
2108	2148	Spectrogram 1	1	216788.842664824	216789.313770352	870.712	1559.367	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520062844.wav	67145740.220520062844.wav	0.4711	173.1047	X	0	1	X	Y		
2109	2149	Spectrogram 1	1	217750.595587225	217750.85940632	1527.704	2018.47	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520064344.wav	67145740.220520064344.wav	0.2638	234.7611	X	0	1	X	Y		
2110	2150	Spectrogram 1	1	218465.998327638	218466.299835176	728.232	1171.504	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520065844.wav	67145740.220520065844.wav	0.3015	50.084	X	0	1	X	Y		
2111	2151	Spectrogram 1	1	218470.721868087	218471.255787685	387.863	1662.269	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520065844.wav	67145740.220520065844.wav	0.5339	54.8075	X	0	1	X	Y		
2112	2152	Spectrogram 1	1	218608.767534006	218609.822810388	71.24	1005.277	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520065844.wav	67145740.220520065844.wav	1.0553	192.8532	Y	3	0	X	B		
2113	2153	Spectrogram 1	1	218674.916036284	218675.280357892	918.206	1654.354	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520065844.wav	67145740.220520065844.wav	0.3643	259.0017	X	0	1	X	Y		
2114	2154	Spectrogram 1	1	219574.651953266	219575.17331005	751.979	1575.198	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520071344.wav	67145740.220520071344.wav	0.5214	258.6591	X	0	1	X	Y		
2115	2155	Spectrogram 1	1	219941.798371859	219942.09359799	110.818	1187.335	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520072344.wav	67145740.220520072344.wav	0.2952	25.7444	Y	1	0	X	B		
2116	2156	Spectrogram 1	1	221231.474796343	221231.682082776	846.966	1503.958	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520074344.wav	67145740.220520074344.wav	0.2073	115.3755	X	0	1	X	Y		
2117	2157	Spectrogram 1	1	222140.059609045	222140.354835176	831.135	1353.562	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520075844.wav	67145740.220520075844.wav	0.2952	123.8233	X	0	1	X	Y		
2118	2158	Spectrogram 1	1	222156.404204589	222156.76224479	894.459	1480.211	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520075844.wav	67145740.220520075844.wav	0.358	140.1679	X	0	1	X	Y		
2119	2159	Spectrogram 1	1	222947.088552707	222947.396341652	720.317	1234.828	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520081344.wav	67145740.220520081344.wav	0.3078	30.8344	X	0	1	X	Y		
2120	2160	Spectrogram 1	1	223009.391292965	223009.648830653	1211.082	1630.607	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520081344.wav	67145740.220520081344.wav	0.2575	93.1371	X	0	1	X	Y		
2121	2161	Spectrogram 1	1	223010.50310201	223010.810890955	1313.984	1781.003	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520081344.wav	67145740.220520081344.wav	0.3078	94.2489	X	0	1	X	Y		
2122	2162	Spectrogram 1	1	223012.205363317	223012.49430804	1250.66	1955.145	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520081344.wav	67145740.220520081344.wav	0.2889	95.9512	X	0	1	X	Y		
2123	2163	Spectrogram 1	1	223014.297071859	223014.586016583	1337.731	1907.652	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520081344.wav	67145740.220520081344.wav	0.2889	98.0429	X	0	1	X	Y		
2124	2164	Spectrogram 1	1	223521.960734673	223522.255960804	641.161	1401.055	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520082344.wav	67145740.220520082344.wav	0.2952	5.6567	X	0	1	X	Y		
2125	2165	Spectrogram 1	1	223558.936457789	223559.244246734	688.654	1424.802	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520082344.wav	67145740.220520082344.wav	0.3078	42.6325	X	0	1	Y	Y		
2126	2166	Spectrogram 1	1	223560.519372362	223561.781935176	31.662	1899.736	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520082344.wav	67145740.220520082344.wav	1.2626	44.2154	X	1	1	Y	BY		
2127	2167	Spectrogram 1	1	224319.584832161	224319.986842211	688.654	1670.185	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520083344.wav	67145740.220520083344.wav	0.402	203.2328	X	0	1	X	Y		
2128	2168	Spectrogram 1	1	224475.507602958	224476.148306476	110.818	1662.269	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520083844.wav	67145740.220520083844.wav	0.6407	59.1221	Y	1	1	X	BY		
2129	2169	Spectrogram 1	1	224474.100567782	224475.275190898	102.902	1519.789	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520083844.wav	67145740.220520083844.wav	1.1746	57.7151	X	2	2	Y	BY		
2130	2170	Spectrogram 1	1	225674.507797831	225674.809305369	459.103	1226.913	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520085844.wav	67145740.220520085844.wav	0.3015	57.9821	X	0	1	Y	Y		
2131	2171	Spectrogram 1	1	225676.455034012	225676.693727479	815.303	1345.646	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520085844.wav	67145740.220520085844.wav	0.2387	59.9294	X	0	1	Y	Y		
2132	2172	Spectrogram 1	1	225730.303665327	225731.917986935	1124.011	1939.314	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520085844.wav	67145740.220520085844.wav	1.6143	113.778	X	0	1	X	Y		
2133	2173	Spectrogram 1	1	225875.778527638	225876.130286432	767.81	1226.913	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520085844.wav	67145740.220520085844.wav	0.3518	259.2529	X	0	1	Y	Y		
2134	2174	Spectrogram 1	1	225876.438075377	225876.909180905	31.662	546.174	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520085844.wav	67145740.220520085844.wav	0.4711	259.9124	X	1	0	X	G		
2135	2175	Spectrogram 1	1	225930.27870201	225930.982219598	751.979	2113.456	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520090344.wav	67145740.220520090344.wav	0.7035	13.7152	X	0	2	X	Y		
2136	2176	Spectrogram 1	1	225932.119154271	225932.452068844	696.57	1092.348	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520090344.wav	67145740.220520090344.wav	0.3329	15.5557	X	0	1	X	Y		
2137	2177	Spectrogram 1	1	226130.508511004	226131.676852712	38.585	1244.373	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520090344.wav	67145740.220520090344.wav	1.1683	213.945	Y	1	1	X	BY		
2138	2178	Spectrogram 1	1	226594.813238843	226595.15871623	742.765	1244.373	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520091344.wav	67145740.220520091344.wav	0.3455	78.1854	X	0	1	X	Y		
2139	2179	Spectrogram 1	1	226595.60469613	226595.89992226	144.695	2266.881	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520091344.wav	67145740.220520091344.wav	0.2952	78.9769	Y	1	0	X	B		
2140	2180	Spectrogram 1	1	226860.818371859	226861.239226131	646.302	1061.093	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520091844.wav	67145740.220520091844.wav	0.4209	44.2244	X	0	1	Y	Y		
2141	2181	Spectrogram 1	1	226861.804552764	226862.143748744	607.717	1032.154	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520091844.wav	67145740.220520091844.wav	0.3392	45.2106	X	0	1	Y	Y		
2142	2182	Spectrogram 1	1	227161.045523116	227161.277935176	945.338	1572.347	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092344.wav	67145740.220520092344.wav	0.2324	44.3782	X	0	1	X	Y		
2143	2183	Spectrogram 1	1	227165.311129988	227165.637763154	1041.801	1630.225	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092344.wav	67145740.220520092344.wav	0.3266	48.6438	X	0	1	X	Y		
2144	2184	Spectrogram 1	1	227175.903453266	227176.160990955	1176.849	1890.675	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092344.wav	67145740.220520092344.wav	0.2575	59.2361	X	0	1	X	Y		
2145	2185	Spectrogram 1	1	227223.422720603	227223.912670352	762.058	1852.09	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092344.wav	67145740.220520092344.wav	0.4899	106.7554	X	0	1	X	Y		
2146	2186	Spectrogram 1	1	227360.872699571	227361.092548817	125.402	819.936	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092344.wav	67145740.220520092344.wav	0.2198	244.2054	Y	1	0	Y	B		
2147	2187	Spectrogram 1	1	227361.720689521	227362.066166908	125.402	1176.849	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092344.wav	67145740.220520092344.wav	0.3455	245.0534	Y	1	0	Y	B		
2148	2188	Spectrogram 1	1	227562.491983417	227562.711832663	945.338	1273.312	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092844.wav	67145740.220520092844.wav	0.2198	145.817	X	0	1	X	Y		
2149	2189	Spectrogram 1	1	227641.141457286	227642.064824121	77.17	453.376	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520092844.wav	67145740.220520092844.wav	0.9234	224.4665	Y	1	0	X	G		
2150	2190	Spectrogram 1	1	228407.039703442	228407.893974799	9.646	472.669	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520094344.wav	67145740.220520094344.wav	0.8543	90.3122	X	1	0	Y	G		
2151	2191	Spectrogram 1	1	228408.446738618	228409.131411985	38.585	453.376	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520094344.wav	67145740.220520094344.wav	0.6847	91.7192	X	1	0	X	G		
2152	2192	Spectrogram 1	1	229061.629002949	229062.043575814	405.145	1340.836	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.4146	144.7975	X	0	1	X	Y		
2153	2193	Spectrogram 1	1	229062.319957723	229062.652872296	540.193	1562.701	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.3329	145.4885	X	0	1	X	Y		
2154	2194	Spectrogram 1	1	229062.904128578	229063.287294407	617.363	1282.958	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.3832	146.0726	X	0	1	X	Y		
2155	2195	Spectrogram 1	1	229070.249442974	229070.657734431	501.608	1003.215	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.4083	153.4179	X	0	1	X	Y		
2156	2196	Spectrogram 1	1	229073.80962566	229074.255605559	241.158	733.119	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.446	156.9781	X	0	1	X	Y		
2157	2197	Spectrogram 1	1	229079.998710028	229080.444689928	781.35	1186.495	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.446	163.1672	X	0	1	X	Y		
2158	2198	Spectrogram 1	1	229081.091674853	229082.102981385	588.424	1225.08	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	1.0113	164.2602	X	0	2	X	Y		
2159	2199	Spectrogram 1	1	229082.618056762	229082.863031637	781.35	1186.495	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.245	165.7866	X	0	1	X	Y		
2160	2200	Spectrogram 1	1	229087.487049481	229087.87021531	511.254	1090.032	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.3832	170.6556	X	0	1	X	Y		
2161	2201	Spectrogram 1	1	229119.580674372	229119.800523618	463.023	983.923	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.2198	202.7492	X	0	1	X	Y		
2162	2202	Spectrogram 1	1	229148.32040201	229148.628190955	520.9	1080.386	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.3078	231.4889	X	0	1	X	Y		
2163	2203	Spectrogram 1	1	229157.433121859	229157.841413317	482.315	1147.91	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.4083	240.6016	X	0	1	X	Y		
2164	2204	Spectrogram 1	1	229160.215785176	229160.454478643	588.424	1099.678	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.2387	243.3843	X	0	1	X	Y		
2165	2205	Spectrogram 1	1	229160.781111809	229161.044930905	472.669	858.521	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220520095344.wav	67145740.220520095344.wav	0.2638	243.9496	X	0	1	X	Y		
