	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Begin File	Begin Path	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	BILL CHECK
1561	1570	Spectrogram 1	1	124074.231282325	124074.532789863	639.098	1466.165	0.3015	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	168.9609	X	0	1	X	Y		
1562	1571	Spectrogram 1	1	124075.361935591	124090.745624756	631.579	1413.534	15.3837	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	170.0916	X	0	20	X	Y		
1563	1572	Spectrogram 1	1	124148.06056757	124148.540394108	939.85	1984.962	0.4798	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	242.7902	X	0	12	X	Y		
1564	1573	Spectrogram 1	1	124179.287180881	124179.689190931	729.323	1466.165	0.402	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	274.0168	X	0	1	X	Y		
1565	1574	Spectrogram 1	1	124180.775874348	124181.102507514	842.105	1593.985	0.3266	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	275.5055	X	0	1	X	Y		
1566	1575	Spectrogram 1	1	124182.105035839	124182.412824784	1007.519	1488.722	0.3078	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	276.8347	X	0	1	X	Y		
1567	1576	Spectrogram 1	1	124183.160312221	124193.39863242	909.774	1556.391	10.2383	67145740.220516213335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213335.wav	277.89	X	0	15	X	Y		
1568	1577	Spectrogram 1	1	124227.785466874	124228.024160341	864.662	1428.571	0.2387	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	22.469	X	0	1	X	Y		
1569	1578	Spectrogram 1	1	124229.230190492	124229.487728181	917.293	1488.722	0.2575	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	23.9137	X	0	1	X	Y		
1570	1579	Spectrogram 1	1	124230.517878934	124230.794260844	969.925	1488.722	0.2764	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	25.2014	X	0	1	X	Y		
1571	1580	Spectrogram 1	1	124231.604562351	124231.855818633	939.85	1556.391	0.2513	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	26.2881	X	0	1	X	Y		
1572	1581	Spectrogram 1	1	124232.555350431	124240.394819797	819.549	1616.541	7.8395	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	27.2389	X	0	11	Y	Y	BS OVERLAP	
1573	1583	Spectrogram 1	1	124316.696689523	124317.035885503	721.805	1526.316	0.3392	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	111.3802	X	0	1	X	Y		
1574	1584	Spectrogram 1	1	124317.494428216	124317.890156859	631.579	1601.504	0.3957	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	112.1779	X	0	1	X	Y		
1575	1585	Spectrogram 1	1	124318.336136759	124318.574830226	571.429	1684.211	0.2387	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	113.0196	X	0	1	X	Y		
1576	1586	Spectrogram 1	1	124319.241632895	124334.391254588	812.03	1481.203	15.1496	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	113.9251	X	0	19	X	Y		
1577	1587	Spectrogram 1	1	124358.461287943	124358.731388445	872.18	1390.977	0.2701	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	153.1448	X	0	1	X	Y		
1578	1588	Spectrogram 1	1	124361.190598232	124361.479542956	954.887	1421.053	0.2889	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	155.8741	X	0	1	X	Y		
1579	1589	Spectrogram 1	1	124362.120246473	124362.453161046	894.737	1511.278	0.3329	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	156.8038	X	0	1	X	Y		
1580	1590	Spectrogram 1	1	124363.018487679	124363.37652788	917.293	1496.241	0.358	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	157.702	X	0	1	X	Y		
1581	1591	Spectrogram 1	1	124363.997628369	124377.30459735	827.068	1578.947	13.307	67145740.220516213835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516213835.wav	158.6811	X	0	19	X	Y		
1582	1592	Spectrogram 1	1	124507.691038586	124508.011390345	639.098	1406.015	0.3204	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	2.3334	X	0	1	X	Y		
1583	1593	Spectrogram 1	1	124509.079229541	124509.481239591	646.617	1428.571	0.402	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	3.7216	X	0	1	X	Y		
1584	1594	Spectrogram 1	1	124510.574204415	124510.838023511	669.173	1571.429	0.2638	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	5.2165	X	0	1	X	Y		
1585	1595	Spectrogram 1	1	124511.670420132	124527.243167803	721.805	1578.947	15.5727	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	6.3128	X	0	22	X	Y		
1586	1596	Spectrogram 1	1	124559.974516221	124560.345119236	721.805	1458.647	0.3706	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	54.6169	X	0	1	X	Y		
1587	1597	Spectrogram 1	1	124561.450646874	124561.802405668	827.068	1436.09	0.3518	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	56.093	X	0	1	X	Y		
1588	1598	Spectrogram 1	1	124562.68808406	124562.995873005	669.173	1526.316	0.3078	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	57.3304	X	0	1	X	Y		
1589	1599	Spectrogram 1	1	124563.718080977	124563.975618665	917.293	1496.241	0.2575	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	58.3604	X	0	1	X	Y		
1590	1600	Spectrogram 1	1	124564.672854846	124564.999488012	834.586	1436.09	0.3266	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	59.3152	X	0	1	X	Y		
1591	1601	Spectrogram 1	1	124566.432551082	124578.066630503	804.511	1556.391	11.6341	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	61.0749	X	0	15	X	Y		
1592	1602	Spectrogram 1	1	124610.791422638	124611.036397513	962.406	1541.353	0.245	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	105.4338	X	0	1	X	Y		
1593	1603	Spectrogram 1	1	124612.311523141	124612.682126156	879.699	1443.609	0.3706	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	106.9539	X	0	1	X	Y		
1594	1604	Spectrogram 1	1	124613.561523141	124613.749965352	1075.188	1503.759	0.1884	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	108.2039	X	0	1	X	Y		
1595	1605	Spectrogram 1	1	124614.543540508	124620.881480207	751.88	1503.759	6.3379	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	109.1859	X	0	8	X	Y		
1596	1606	Spectrogram 1	1	124622.14418648	124622.364035726	1030.075	1458.647	0.2198	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	116.7865	X	0	1	X	Y		
1597	1607	Spectrogram 1	1	124622.897955324	124623.155493012	909.774	1511.278	0.2575	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	117.5403	X	0	1	X	Y		
1598	1608	Spectrogram 1	1	124624.418055826	124626.918055826	1022.556	1526.316	2.5	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	119.0604	X	0	4	X	Y		
1599	1609	Spectrogram 1	1	124664.052528063	124664.360317008	954.887	1578.947	0.3078	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	158.6949	X	0	1	X	Y		
1600	1610	Spectrogram 1	1	124665.604035601	124665.855291883	939.85	1556.391	0.2513	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	160.2464	X	0	1	X	Y		
1601	1611	Spectrogram 1	1	124666.985945149	124667.274889873	954.887	1624.06	0.2889	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	161.6283	X	0	1	X	Y		
1602	1612	Spectrogram 1	1	124668.047502938	124668.235945149	939.85	1360.902	0.1884	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	162.6898	X	0	1	X	Y		
1603	1613	Spectrogram 1	1	124668.970869772	124669.146749169	917.293	1451.128	0.1759	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	163.6132	X	0	1	X	Y		
1604	1614	Spectrogram 1	1	124669.768608466	124669.994739119	969.925	1443.609	0.2261	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	164.4109	X	0	1	X	Y		
1605	1615	Spectrogram 1	1	124670.570511643	124670.815486517	1082.707	1578.947	0.245	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	165.2128	X	0	1	X	Y		
1606	1616	Spectrogram 1	1	124672.2288031	124679.99299641	887.218	1526.316	7.7642	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	166.8711	X	0	11	X	Y		
1607	1617	Spectrogram 1	1	127101.839826388	127102.254399252	654.135	1383.459	0.4146	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	196.396	X	0	1	X	Y		
1608	1618	Spectrogram 1	1	127103.46671081	127103.749374126	691.729	1458.647	0.2827	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	198.0229	X	0	1	X	Y		
1609	1619	Spectrogram 1	1	127104.685303775	127104.974248498	796.992	1556.391	0.2889	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	199.2415	X	0	1	X	Y		
1610	1620	Spectrogram 1	1	127105.778268599	127106.130027393	796.992	1669.173	0.3518	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	200.3344	X	0	1	X	Y		
1611	1621	Spectrogram 1	1	127106.757940172	127120.810735515	548.872	1646.617	14.0528	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	201.3141	X	0	19	X	Y		
1612	1622	Spectrogram 1	1	127144.535002094	127144.867916667	834.586	1563.91	0.3329	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	239.0912	X	0	1	X	Y		
1613	1623	Spectrogram 1	1	127146.205856365	127146.463394054	932.331	1511.278	0.2575	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	240.762	X	0	1	X	Y		
1614	1624	Spectrogram 1	1	127147.550077471	127147.839022195	879.699	1563.91	0.2889	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	242.1062	X	0	1	X	Y		
1615	1625	Spectrogram 1	1	127148.630479481	127148.931987019	894.737	1548.872	0.3015	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	243.1866	X	0	1	X	Y		
1616	1626	Spectrogram 1	1	127149.614768555	127149.928838907	759.398	1578.947	0.3141	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	244.1709	X	0	1	X	Y		
1617	1627	Spectrogram 1	1	127150.569542425	127150.814517299	729.323	1315.789	0.245	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	245.1257	X	0	1	X	Y		
1618	1628	Spectrogram 1	1	127151.423813782	127151.649944435	879.699	1458.647	0.2261	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	245.98	X	0	1	X	Y		
1619	1629	Spectrogram 1	1	127152.185453851	127152.392740283	849.624	1496.241	0.2073	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	246.7416	X	0	1	X	Y		
1620	1630	Spectrogram 1	1	127154.495196728	127154.740171603	879.699	1503.759	0.245	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	249.0514	X	0	1	X	Y		
1621	1631	Spectrogram 1	1	127153.741427884	127154.049216829	789.474	1481.203	0.3078	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	248.2976	X	0	1	X	Y		
1622	1632	Spectrogram 1	1	127155.212261978	127160.721055948	744.361	1639.098	5.5088	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	249.7684	X	0	8	X	Y		
1623	1633	Spectrogram 1	1	127192.089944009	127192.378888733	909.774	1533.835	0.2889	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	286.6461	X	0	1	X	Y		
1624	1634	Spectrogram 1	1	127193.666577175	127194.074868633	1060.15	1796.992	0.4083	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	288.2227	X	0	1	X	Y		
1625	1635	Spectrogram 1	1	127196.972264012	127197.236083108	1022.556	1511.278	0.2638	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	291.5284	X	0	1	X	Y		
1626	1636	Spectrogram 1	1	127197.927037882	127198.247389641	736.842	1586.466	0.3204	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	292.4832	X	0	1	X	Y		
1627	1637	Spectrogram 1	1	127198.762465017	127199.007439892	969.925	1556.391	0.245	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	293.3186	X	0	1	X	Y		
1628	1638	Spectrogram 1	1	127201.088472735	127201.308321981	1037.594	1451.128	0.2198	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	295.6446	X	0	1	X	Y		
1629	1639	Spectrogram 1	1	127201.842241579	127202.043246604	1127.82	1571.429	0.201	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	296.3984	X	0	1	X	Y		
1630	1640	Spectrogram 1	1	127202.677668714	127202.916362182	977.444	1631.579	0.2387	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	297.2338	X	0	1	X	Y		
1631	1641	Spectrogram 1	1	127203.437718966	127203.663849619	1022.556	1654.135	0.2261	67145740.220516222335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222335.wav	297.9939	X	0	1	X	Y		
1632	1642	Spectrogram 1	1	127205.732627322	127205.996446418	879.699	1428.571	0.2638	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	0.3048	X	0	1	X	Y		
1633	1643	Spectrogram 1	1	127263.064253355	127263.315509637	1067.669	1601.504	0.2513	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	57.6364	X	0	1	X	Y		
1634	1644	Spectrogram 1	1	127264.377067426	127264.647167928	1180.451	1669.173	0.2701	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	58.9492	X	0	1	X	Y		
1635	1645	Spectrogram 1	1	127265.444906621	127265.689881496	1082.707	1654.135	0.245	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	60.0171	X	0	1	X	Y		
1636	1646	Spectrogram 1	1	127266.424806119	127266.745157878	1067.669	1691.729	0.3204	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	60.997	X	0	1	X	Y		
1637	1647	Spectrogram 1	1	127267.285358883	127267.580585013	992.481	1706.767	0.2952	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	61.8575	X	0	1	X	Y		
1638	1648	Spectrogram 1	1	127268.886969502	127269.182195633	909.774	1706.767	0.2952	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	63.4591	X	0	1	X	Y		
1639	1649	Spectrogram 1	1	127271.28056546	127271.626042846	1030.075	1496.241	0.3455	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	65.8527	X	0	1	X	Y		
1640	1650	Spectrogram 1	1	127272.832072997	127273.114736314	962.406	1699.248	0.2827	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	67.4042	X	0	1	X	Y		
1641	1651	Spectrogram 1	1	127273.592123248	127273.881067972	1000.0	1503.759	0.2889	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	68.1643	X	0	1	X	Y		
1642	1652	Spectrogram 1	1	127274.3521735	127274.559459932	992.481	1669.173	0.2073	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	68.9243	X	0	1	X	Y		
1643	1653	Spectrogram 1	1	127275.043128274	127275.376042846	1037.594	1691.729	0.3329	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	69.6153	X	0	1	X	Y		
1644	1654	Spectrogram 1	1	127275.803178525	127276.104686063	969.925	1593.985	0.3015	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	70.3753	X	0	1	X	Y		
1645	1655	Spectrogram 1	1	127305.822856596	127306.155771169	969.925	1548.872	0.3329	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	100.395	X	0	1	X	Y		
1646	1656	Spectrogram 1	1	127307.386926948	127307.700997299	1015.038	1556.391	0.3141	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	101.9591	X	0	1	X	Y		
1647	1657	Spectrogram 1	1	127308.743710867	127309.057781219	969.925	1443.609	0.3141	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	103.3159	X	0	1	X	Y		
1648	1658	Spectrogram 1	1	127309.761298807	127310.081650566	1037.594	1676.692	0.3204	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	104.3335	X	0	1	X	Y		
1649	1659	Spectrogram 1	1	127310.876358744	127311.152740654	917.293	1496.241	0.2764	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	105.4485	X	0	1	X	Y		
1650	1660	Spectrogram 1	1	127311.806006986	127312.082388895	1052.632	1533.835	0.2764	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	106.3782	X	0	1	X	Y		
1651	1661	Spectrogram 1	1	127313.594316161	127313.833009628	977.444	1556.391	0.2387	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	108.1665	X	0	1	X	Y		
1652	1662	Spectrogram 1	1	127315.177230734	127315.415924201	1007.519	1654.135	0.2387	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	109.7494	X	0	1	X	Y		
1653	1663	Spectrogram 1	1	127315.993813648	127316.194818673	1030.075	1609.023	0.201	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	110.566	X	0	1	X	Y		
1654	1664	Spectrogram 1	1	127350.89224795	127351.162348453	917.293	1443.609	0.2701	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	145.4644	X	0	1	X	Y		
1655	1665	Spectrogram 1	1	127353.442499207	127353.83822785	969.925	1488.722	0.3957	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	148.0147	X	0	1	X	Y		
1656	1666	Spectrogram 1	1	127354.667373578	127361.448790714	849.624	1556.391	6.7814	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	149.2395	X	0	9	X	Y		
1657	1667	Spectrogram 1	1	127362.716046063	127370.398206867	812.03	1563.91	7.6822	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	157.2882	X	0	11	X	Y		
1658	1668	Spectrogram 1	1	127386.831283156	127387.113946472	827.068	1390.977	0.2827	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	181.4034	X	0	1	X	Y		
1659	1669	Spectrogram 1	1	127388.137815819	127388.470730392	804.511	1518.797	0.3329	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	182.71	X	0	1	X	Y		
1660	1670	Spectrogram 1	1	127389.463192703	127399.873899327	804.511	1593.985	10.4107	67145740.220516222835.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516222835.wav	184.0354	X	0	13	X	Y		
1661	1671	Spectrogram 1	1	127517.094224947	127517.458546555	646.617	1443.609	0.3643	67145740.220516223335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516223335.wav	11.5909	X	0	1	X	Y		
1662	1672	Spectrogram 1	1	127518.714827962	127518.978647057	819.549	1413.534	0.2638	67145740.220516223335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516223335.wav	13.2115	X	0	1	X	Y		
1663	1673	Spectrogram 1	1	127519.958546555	127520.203521429	887.218	1458.647	0.245	67145740.220516223335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516223335.wav	14.4552	X	0	1	X	Y		
1664	1674	Spectrogram 1	1	127520.976437453	127536.381248209	736.842	1458.647	15.4048	67145740.220516223335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516223335.wav	15.4731	X	0	21	X	Y		
1665	1675	Spectrogram 1	1	124718.280664878	124718.588453823	909.774	1421.053	0.3078	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	212.923	X	0	1	X	Y		
1666	1676	Spectrogram 1	1	124719.78192116	124720.001770406	894.737	1503.759	0.2198	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	214.4243	X	0	1	X	Y		
1667	1677	Spectrogram 1	1	124720.950262868	124721.239207592	939.85	1353.383	0.2889	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	215.5926	X	0	1	X	Y		
1668	1678	Spectrogram 1	1	124722.011820657	124722.237951311	954.887	1421.053	0.2261	67145740.220516214335.wav	D:\ringed-seal-data\Ulu_2022\ST2_Site15_67145740.220516214335.wav	216.6542	X	0	1	X	Y		
