Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Delta Time (s)	Center Freq (Hz)	Peak Freq (Hz)	Delta Freq (Hz)	Species	Call type	Comments	WH	Quantity
1209	Spectrogram 1	1	221782.213145697	221782.213145697	149.466	149.466	67653638.220517054056.wav	0.0000	152.344	152.344	0.000	RS	GROWL		RS growl	
1210	Spectrogram 1	1	221787.750903816	221787.750903816	170.819	170.819	67653638.220517054056.wav	0.0000	175.781	175.781	0.000	RS	GROWL		RS growl	
1211	Spectrogram 1	1	221822.994359830	221823.524224956	759.494	1088.608	67653638.220517054056.wav	0.5299	867.188	867.188	329.114	RS	YELP	GOOD	Yelp	
1212	Spectrogram 1	1	221827.940055764	221828.498822623	468.354	1569.620	67653638.220517054056.wav	0.5588	925.781	925.781	1101.266	RS	YELP		Yelp	
1213	Spectrogram 1	1	222124.943035862	222125.222419292	341.772	1037.975	67653638.220517054556.wav	0.2794	691.406	703.125	696.203	RS	YELP			
1214	Spectrogram 1	1	222133.099449868	222133.099449868	811.388	811.388	67653638.220517054556.wav	0.0000	808.594	808.594	0.000	RS	YELP		RS yelp	
1215	Spectrogram 1	1	222168.266757597	222168.266757597	715.302	715.302	67653638.220517054556.wav	0.0000	714.844	714.844	0.000	RS	YELP			
1216	Spectrogram 1	1	222169.037470507	222169.037470507	544.484	544.484	67653638.220517054556.wav	0.0000	539.062	539.062	0.000	RS	BARK			
1217	Spectrogram 1	1	222171.628992665	222171.628992665	651.246	651.246	67653638.220517054556.wav	0.0000	656.250	656.250	0.000	RS	YELP			
1218	Spectrogram 1	1	222172.178125613	222172.178125613	501.779	501.779	67653638.220517054556.wav	0.0000	503.906	503.906	0.000	RS	BARK			
1219	Spectrogram 1	1	224616.976686735	224616.976686735	544.484	544.484	67653638.220517062556.wav	0.0000	539.062	539.062	0.000	BS				
1220	Spectrogram 1	1	224678.829023166	224678.829023166	2199.288	2199.288	67653638.220517062556.wav	0.0000	2203.125	2203.125	0.000	BS				
1221	Spectrogram 1	1	224766.250644126	224766.250644126	629.893	629.893	67653638.220517063056.wav	0.0000	632.812	632.812	0.000	BS				
1222	Spectrogram 1	1	225118.991911150	225118.991911150	864.769	864.769	67653638.220517063556.wav	0.0000	867.188	867.188	0.000	RS	YELP		Yelp	
1223	Spectrogram 1	1	225123.608309537	225123.897326878	734.177	1278.481	67653638.220517063556.wav	0.2890	972.656	890.625	544.304	RS	YELP			
1224	Spectrogram 1	1	226406.659647987	226406.659647987	1142.349	1142.349	67653638.220517065556.wav	0.0000	1136.719	1136.719	0.000	BS				
1225	Spectrogram 1	1	226506.729699058	226506.729699058	1953.737	1953.737	67653638.220517065556.wav	0.0000	1957.031	1957.031	0.000	BS				
1226	Spectrogram 1	1	226632.356765574	226632.356765574	1729.537	1729.537	67653638.220517070056.wav	0.0000	1734.375	1734.375	0.000	BS				
1227	Spectrogram 1	1	226751.081604209	226751.081604209	811.388	811.388	67653638.220517070056.wav	0.0000	808.594	808.594	0.000	BS				
1228	Spectrogram 1	1	226800.590271582	226800.590271582	1206.406	1206.406	67653638.220517070056.wav	0.0000	1207.031	1207.031	0.000	BS				
1229	Spectrogram 1	1	226862.533710444	226862.533710444	2209.964	2209.964	67653638.220517070556.wav	0.0000	2214.844	2214.844	0.000	BS				
1230	Spectrogram 1	1	227212.940948271	227212.940948271	555.160	555.160	67653638.220517071056.wav	0.0000	550.781	550.781	0.000	BS				
1231	Spectrogram 1	1	227283.760713713	227284.059364965	607.595	1417.722	67653638.220517071056.wav	0.2987	878.906	785.156	810.127	RS	YELP			
1232	Spectrogram 1	1	227311.270787229	227312.166740987	75.949	177.215	67653638.220517071056.wav	0.8960	128.906	128.906	101.266	RS	GROWL		RS growl	
1233	Spectrogram 1	1	227321.445065504	227321.445065504	480.427	480.427	67653638.220517071056.wav	0.0000	480.469	480.469	0.000	RS	BARK			
1234	Spectrogram 1	1	227321.695547200	227321.695547200	341.637	341.637	67653638.220517071056.wav	0.0000	339.844	339.844	0.000	RS	BARK			
1235	Spectrogram 1	1	227323.994555623	227323.994555623	341.637	341.637	67653638.220517071056.wav	0.0000	339.844	339.844	0.000	RS	GROWL		RS growl	
1236	Spectrogram 1	1	227326.499372578	227326.961800323	50.633	253.165	67653638.220517071056.wav	0.4624	128.906	128.906	202.532	RS	GROWL		RS growl	
1237	Spectrogram 1	1	227328.137137511	227328.137137511	544.484	544.484	67653638.220517071056.wav	0.0000	539.062	539.062	0.000	RS	YELP		RS yelp	
1238	Spectrogram 1	1	227339.344878146	227339.344878146	160.142	160.142	67653638.220517071056.wav	0.0000	164.062	164.062	0.000	Unknown			Unknown	
1239	Spectrogram 1	1	227347.550340777	227347.550340777	597.865	597.865	67653638.220517071056.wav	0.0000	597.656	597.656	0.000	RS	YELP		Yelp	
1240	Spectrogram 1	1	227355.864408948	227355.864408948	1323.843	1323.843	67653638.220517071056.wav	0.0000	1324.219	1324.219	0.000	BS				
1241	Spectrogram 1	1	227356.288301048	227357.010844401	75.949	189.873	67653638.220517071056.wav	0.7225	117.188	117.188	113.924	RS	GROWL		RS growl	
1242	Spectrogram 1	1	227358.696778890	227358.696778890	138.790	138.790	67653638.220517071056.wav	0.0000	140.625	140.625	0.000	RS	GROWL		RS growl	
1243	Spectrogram 1	1	227361.744603175	227362.736896046	63.291	189.873	67653638.220517071056.wav	0.9923	140.625	152.344	126.582	RS	GROWL		RS growl	
1244	Spectrogram 1	1	227371.528265217	227371.846184292	354.430	734.177	67653638.220517071056.wav	0.3179	515.625	480.469	379.747	RS	YELP			
1245	Spectrogram 1	1	227433.189682185	227433.189682185	245.552	245.552	67653638.220517071556.wav	0.0000	246.094	246.094	0.000	RS	BARK		RS bark	
1246	Spectrogram 1	1	227786.078981990	227786.078981990	170.819	170.819	67653638.220517072056.wav	0.0000	175.781	175.781	0.000	RS	GROWL		RS growl	
1247	Spectrogram 1	1	227787.495166961	227787.495166961	240.506	240.506	67653638.220517072056.wav	0.0000	246.094	246.094	0.000	RS	GROWL		RS growl	
1248	Spectrogram 1	1	227882.251695261	227887.993506436	491.103	2519.573	67653638.220517072056.wav	5.7418	1031.250	914.062	2028.470	SCRATCHING			Yes	
1249	Spectrogram 1	1	227923.969150283	227923.969150283	800.712	800.712	67653638.220517072056.wav	0.0000	796.875	796.875	0.000	BS			BS	
1250	Spectrogram 1	1	228024.981599568	228024.981599568	2316.726	2316.726	67653638.220517072556.wav	0.0000	2320.312	2320.312	0.000	BS				
1251	Spectrogram 1	1	228176.151678508	228176.151678508	1676.157	1676.157	67653638.220517072556.wav	0.0000	1675.781	1675.781	0.000	BS				
1252	Spectrogram 1	1	228262.524946707	228262.524946707	565.836	565.836	67653638.220517072556.wav	0.0000	562.500	562.500	0.000	BS				
1253	Spectrogram 1	1	228297.221031828	228300.197910440	918.149	2455.516	67653638.220517072556.wav	2.9769	1628.906	1546.875	1537.367	SCRATCHING			Yes	
1254	Spectrogram 1	1	228424.602349910	228424.602349910	779.359	779.359	67653638.220517073057.wav	0.0000	785.156	785.156	0.000	BS				
1255	Spectrogram 1	1	228463.856179636	228463.856179636	1419.929	1419.929	67653638.220517073057.wav	0.0000	1417.969	1417.969	0.000	BS				
1256	Spectrogram 1	1	228488.319306606	228488.319306606	1323.843	1323.843	67653638.220517073057.wav	0.0000	1324.219	1324.219	0.000	BS				
1257	Spectrogram 1	1	228619.323852472	228619.323852472	1099.644	1099.644	67653638.220517073557.wav	0.0000	1101.562	1101.562	0.000	BS				
1258	Spectrogram 1	1	228753.658247229	228753.658247229	234.875	234.875	67653638.220517073557.wav	0.0000	234.375	234.375	0.000	MAYBE RS			Unknown - maybe RS	
1260	Spectrogram 1	1	228766.094748437	228766.094748437	202.847	202.847	67653638.220517073557.wav	0.0000	199.219	199.219	0.000	Unknown			Unknown	
1261	Spectrogram 1	1	228825.292501773	228825.292501773	1238.434	1238.434	67653638.220517073557.wav	0.0000	1242.188	1242.188	0.000	BS				
1262	Spectrogram 1	1	228912.036243304	228912.036243304	544.484	544.484	67653638.220517073557.wav	0.0000	539.062	539.062	0.000	BS				
1263	Spectrogram 1	1	229005.656826259	229005.656826259	1185.053	1185.053	67653638.220517074057.wav	0.0000	1183.594	1183.594	0.000	BS				
1264	Spectrogram 1	1	229190.386201307	229190.386201307	1227.758	1227.758	67653638.220517074057.wav	0.0000	1230.469	1230.469	0.000	BS				
1265	Spectrogram 1	1	229238.866678627	229238.866678627	725.979	725.979	67653638.220517074557.wav	0.0000	726.562	726.562	0.000	BS				
1266	Spectrogram 1	1	229281.918869907	229281.918869907	1419.929	1419.929	67653638.220517074557.wav	0.0000	1417.969	1417.969	0.000	BS				
1267	Spectrogram 1	1	229366.765621220	229366.765621220	1483.986	1483.986	67653638.220517074557.wav	0.0000	1488.281	1488.281	0.000	BS				
1268	Spectrogram 1	1	229417.955843351	229417.955843351	1612.100	1612.100	67653638.220517074557.wav	0.0000	1617.188	1617.188	0.000	BS				
1269	Spectrogram 1	1	229580.706753181	229580.706753181	1014.235	1014.235	67653638.220517075057.wav	0.0000	1019.531	1019.531	0.000	BS				
1270	Spectrogram 1	1	229639.872996749	229639.872996749	1580.071	1580.071	67653638.220517075057.wav	0.0000	1582.031	1582.031	0.000	BS				
1271	Spectrogram 1	1	229698.871066190	229698.871066190	1174.377	1174.377	67653638.220517075057.wav	0.0000	1171.875	1171.875	0.000	BS				
1272	Spectrogram 1	1	229841.868076933	229841.868076933	1430.605	1430.605	67653638.220517075557.wav	0.0000	1429.688	1429.688	0.000	BS				
1273	Spectrogram 1	1	229932.176365671	229934.488504399	85.409	352.313	67653638.220517075557.wav	2.3121	128.906	117.188	266.904	RS	BARK		RS bark	7
1274	Spectrogram 1	1	229935.653343569	229940.913459176	106.762	416.370	67653638.220517075557.wav	5.2601	164.062	164.062	309.608	RS	BARK		RS bark	12
1275	Spectrogram 1	1	230066.060592179	230066.060592179	1281.139	1281.139	67653638.220517075557.wav	0.0000	1277.344	1277.344	0.000	BS				
1276	Spectrogram 1	1	230051.555424631	230061.593960277	512.456	2604.982	67653638.220517075557.wav	10.0385	1359.375	1347.656	2092.526	SCRATCHING			Yes	
1277	Spectrogram 1	1	230023.966521058	230023.966521058	469.751	469.751	67653638.220517075557.wav	0.0000	468.750	468.750	0.000	BS			Yes	
1278	Spectrogram 1	1	230119.647026707	230119.647026707	2167.260	2167.260	67653638.220517080057.wav	0.0000	2167.969	2167.969	0.000	BS				
1279	Spectrogram 1	1	230166.711300578	230166.711300578	1163.701	1163.701	67653638.220517080057.wav	0.0000	1160.156	1160.156	0.000	BS				
1280	Spectrogram 1	1	230223.072310819	230223.072310819	1516.014	1516.014	67653638.220517080057.wav	0.0000	1511.719	1511.719	0.000	BS				
1281	Spectrogram 1	1	230381.282170881	230381.282170881	800.712	800.712	67653638.220517080057.wav	0.0000	796.875	796.875	0.000	BS				
1282	Spectrogram 1	1	230418.733561232	230418.733561232	1409.253	1409.253	67653638.220517080557.wav	0.0000	1406.250	1406.250	0.000	BS				
1283	Spectrogram 1	1	230498.447161502	230498.447161502	1099.644	1099.644	67653638.220517080557.wav	0.0000	1101.562	1101.562	0.000	BS				
1284	Spectrogram 1	1	230530.916076098	230530.916076098	2391.459	2391.459	67653638.220517080557.wav	0.0000	2390.625	2390.625	0.000	BS				
1285	Spectrogram 1	1	230743.573279245	230743.573279245	2167.260	2167.260	67653638.220517081057.wav	0.0000	2167.969	2167.969	0.000	BS				
1286	Spectrogram 1	1	230867.596763533	230867.596763533	619.217	619.217	67653638.220517081057.wav	0.0000	621.094	621.094	0.000	BS				
1287	Spectrogram 1	1	231003.801866411	231003.801866411	2380.783	2380.783	67653638.220517081057.wav	0.0000	2378.906	2378.906	0.000	BS				
1288	Spectrogram 1	1	231151.303193928	231151.303193928	2434.164	2434.164	67653638.220517081557.wav	0.0000	2437.500	2437.500	0.000	BS				
1289	Spectrogram 1	1	231237.312990017	231237.312990017	918.149	918.149	67653638.220517081557.wav	0.0000	914.062	914.062	0.000	BS				
1290	Spectrogram 1	1	231302.901537191	231302.901537191	1473.310	1473.310	67653638.220517081557.wav	0.0000	1476.562	1476.562	0.000	BS				
1291	Spectrogram 1	1	231375.831994029	231375.831994029	1142.349	1142.349	67653638.220517082057.wav	0.0000	1136.719	1136.719	0.000	BS				
1292	Spectrogram 1	1	231420.486043821	231420.486043821	2594.306	2594.306	67653638.220517082057.wav	0.0000	2589.844	2589.844	0.000	BS				
1293	Spectrogram 1	1	231436.751609465	231436.751609465	1249.110	1249.110	67653638.220517082057.wav	0.0000	1253.906	1253.906	0.000	BS				
1294	Spectrogram 1	1	231579.574333395	231579.574333395	704.626	704.626	67653638.220517082057.wav	0.0000	703.125	703.125	0.000	BS				
1295	Spectrogram 1	1	231674.067242011	231674.067242011	1857.651	1857.651	67653638.220517082557.wav	0.0000	1863.281	1863.281	0.000	BS				
1296	Spectrogram 1	1	231859.436837249	231859.436837249	1377.224	1377.224	67653638.220517082557.wav	0.0000	1382.812	1382.812	0.000	BS				
1297	Spectrogram 1	1	231953.733558715	231953.733558715	1120.996	1120.996	67653638.220517083057.wav	0.0000	1125.000	1125.000	0.000	BS				
1298	Spectrogram 1	1	232077.209655942	232077.209655942	2007.117	2007.117	67653638.220517083057.wav	0.0000	2003.906	2003.906	0.000	BS				
1299	Spectrogram 1	1	234655.659461291	234655.659461291	683.274	683.274	67653638.220517091557.wav	0.0000	679.688	679.688	0.000	BS				
1300	Spectrogram 1	1	234699.301935201	234699.301935201	2113.879	2113.879	67653638.220517091557.wav	0.0000	2109.375	2109.375	0.000	BS				
1301	Spectrogram 1	1	234980.486049628	234980.486049628	715.302	715.302	67653638.220517092057.wav	0.0000	714.844	714.844	0.000	BS				
1302	Spectrogram 1	1	236064.410564110	236064.410564110	640.569	640.569	67653638.220517093557.wav	0.0000	644.531	644.531	0.000	RS	YELP		RS yelp	
1303	Spectrogram 1	1	236067.339273166	236068.524244264	607.595	772.152	67653638.220517093557.wav	1.1850	679.688	679.688	164.557	RS	YELP		RS yelp	
1304	Spectrogram 1	1	236080.840754536	236080.840754536	661.922	661.922	67653638.220517093557.wav	0.0000	656.250	656.250	0.000	RS	YELP		RS yelp	
1305	Spectrogram 1	1	236081.736708293	236081.736708293	640.569	640.569	67653638.220517093557.wav	0.0000	644.531	644.531	0.000	RS	YELP		RS yelp	
1306	Spectrogram 1	1	236364.298459517	236373.518112696	1003.559	2871.886	67653638.220517094057.wav	9.2197	1933.594	1582.031	1868.327	SCRATCHING			Yes	
1307	Spectrogram 1	1	33922.426056275	33922.426056275	812.155	812.155	67653638.220515012550.wav	0.0000	808.594	808.594	0.000	RS	Yelp		WH marked	
1310	Spectrogram 1	1	60782.641211113	60782.641211113	867.403	867.403	67653638.220515085051.wav	0.0000	867.188	867.188	0.000	RS	Yelp		WH marked	
1311	Spectrogram 1	1	60783.705657167	60783.705657167	795.580	795.580	67653638.220515085051.wav	0.0000	796.875	796.875	0.000	RS	Yelp		WH marked	
1312	Spectrogram 1	1	60787.999647029	60787.999647029	651.934	651.934	67653638.220515085051.wav	0.0000	656.250	656.250	0.000	RS	Yelp		WH marked	
1313	Spectrogram 1	1	60791.670899692	60791.670899692	464.088	464.088	67653638.220515085051.wav	0.0000	468.750	468.750	0.000	RS	Yelp		WH Marked	
1314	Spectrogram 1	1	60793.466699837	60793.466699837	712.707	712.707	67653638.220515085051.wav	0.0000	714.844	714.844	0.000	RS	Yelp		WH marked	
1315	Spectrogram 1	1	68740.780271567	68740.780271567	1254.144	1254.144	67653638.220515110551.wav	0.0000	1253.906	1253.906	0.000	RS	Yelp		WH marked	
1316	Spectrogram 1	1	131043.250654875	131043.250654875	237.569	243.094	67653638.220516042553.wav	0.0000	246.094	246.094	5.525	RS	Growl		WH Marked	
1317	Spectrogram 1	1	131047.587659741	131047.587659741	316.456	316.456	67653638.220516042553.wav	0.0000	316.406	316.406	0.000	RS	Growl		WH marked	
1318	Spectrogram 1	1	131053.348224428	131053.348224428	270.718	270.718	67653638.220516042553.wav	0.0000	269.531	269.531	0.000	RS	Growl		WH marked	
1319	Spectrogram 1	1	131058.873206325	131058.873206325	248.619	248.619	67653638.220516042553.wav	0.0000	246.094	246.094	0.000	RS	Growl		WH marked	
1320	Spectrogram 1	1	164553.068646531	164553.068646531	889.503	889.503	67653638.220516134554.wav	0.0000	890.625	890.625	0.000	RS	Yelp		WH marked	
1321	Spectrogram 1	1	164559.284268130	164559.284268130	895.028	895.028	67653638.220516134554.wav	0.0000	890.625	890.625	0.000	RS	Yelp		WH marked	
1322	Spectrogram 1	1	164563.952164508	164563.952164508	928.177	928.177	67653638.220516134554.wav	0.0000	925.781	925.781	0.000	RS	Yelp		WH marked	
1323	Spectrogram 1	1	164564.335944378	164564.335944378	281.768	281.768	67653638.220516134554.wav	0.0000	281.250	281.250	0.000	RS	Growl		WH marked	
1324	Spectrogram 1	1	164568.666139876	164568.666139876	933.702	933.702	67653638.220516134554.wav	0.0000	937.500	937.500	0.000	RS	Yelp		WH marked	
1325	Spectrogram 1	1	164569.245430246	164569.245430246	270.718	270.718	67653638.220516134554.wav	0.0000	269.531	269.531	0.000	RS	Growl		WH marked	
1326	Spectrogram 1	1	164573.249774924	164573.249774924	917.127	917.127	67653638.220516134554.wav	0.0000	914.062	914.062	0.000	RS	Yelp		WH marked	
1327	Spectrogram 1	1	164574.010093533	164574.010093533	232.044	232.044	67653638.220516134554.wav	0.0000	234.375	234.375	0.000	RS	Growl		WH marked	
1328	Spectrogram 1	1	164579.338897955	164579.338897955	806.630	806.630	67653638.220516134554.wav	0.0000	808.594	808.594	0.000	RS	Yelp		WH marked	
1329	Spectrogram 1	1	174371.062960045	174371.062960045	657.459	657.459	67653638.220516163055.wav	0.0000	656.250	656.250	0.000	RS	Yelp		WH marked	
1330	Spectrogram 1	1	174371.968101247	174371.968101247	723.757	729.282	67653638.220516163055.wav	0.0000	726.562	726.562	5.525	RS	Yelp		WH marked	
1331	Spectrogram 1	1	174374.806624057	174374.806624057	883.978	883.978	67653638.220516163055.wav	0.0000	878.906	878.906	0.000	RS	Yelp		WH marked	
1332	Spectrogram 1	1	174378.726386439	174378.726386439	591.160	591.160	67653638.220516163055.wav	0.0000	585.938	585.938	0.000	RS	Yelp		WH marked	
1333	Spectrogram 1	1	179165.380253312	179165.380253312	276.243	276.243	67653638.220516175055.wav	0.0000	281.250	281.250	0.000	RS	Bark		WH marked	
1334	Spectrogram 1	1	179166.770550199	179166.770550199	331.492	331.492	67653638.220516175055.wav	0.0000	328.125	328.125	0.000	RS	Bark		WH marked	
1335	Spectrogram 1	1	179167.480180901	179167.480180901	270.718	270.718	67653638.220516175055.wav	0.0000	269.531	269.531	0.000	RS	Bark		WH marked	
1336	Spectrogram 1	1	220285.074828291	220285.074828291	893.382	893.382	67653638.220517051556.wav	0.0000	890.625	890.625	0.000	RS	Yelp		WH marked	
1337	Spectrogram 1	1	221767.632297699	221767.632297699	783.088	783.088	67653638.220517054056.wav	0.0000	785.156	785.156	0.000	RS	Yelp		WH marked	
1338	Spectrogram 1	1	221777.275076699	221777.275076699	661.765	661.765	67653638.220517054056.wav	0.0000	656.250	656.250	0.000	RS	Yelp		WH marked	
1339	Spectrogram 1	1	229938.140529947	229940.799489484	650.735	1400.735	67653638.220517075557.wav	2.6590	937.500	960.938	750.000	RS	Yelp		WH marked	6
1340	Spectrogram 1	1	81473.410272625	81473.410272625	231.618	231.618	67653638.220515144052.wav	0.0000	234.375	234.375	0.000	RS	Bark		WH marked	
1341	Spectrogram 1	1	81476.531150656	81476.531150656	1003.676	1003.676	67653638.220515144052.wav	0.0000	1007.812	1007.812	0.000	RS	Yelp		WH marked	
1342	Spectrogram 1	1	81478.276262894	81478.283504023	1069.853	1069.853	67653638.220515144052.wav	0.0072	1066.406	1066.406	0.000	RS	Yelp		WH marked	
1343	Spectrogram 1	1	81476.885966007	81476.885966007	187.500	187.500	67653638.220515144052.wav	0.0000	187.500	187.500	0.000	RS	Bark		WH marked	
1344	Spectrogram 1	1	81612.917402306	81612.917402306	987.132	987.132	67653638.220515144552.wav	0.0000	984.375	984.375	0.000	RS	Yelp		WH marked	
1345	Spectrogram 1	1	81720.618419787	81720.618419787	959.559	959.559	67653638.220515144552.wav	0.0000	960.938	960.938	0.000	RS	Yelp		WH marked	
1346	Spectrogram 1	1	81789.025970404	81789.025970404	1113.971	1113.971	67653638.220515144552.wav	0.0000	1113.281	1113.281	0.000	RS	Yelp		WH marked	
1347	Spectrogram 1	1	81789.257686552	81789.257686552	176.471	176.471	67653638.220515144552.wav	0.0000	175.781	175.781	0.000	RS	Bark		WH marked	
1348	Spectrogram 1	1	81790.749359253	81790.749359253	143.382	148.897	67653638.220515144552.wav	0.0000	140.625	140.625	5.515	RS	Bark		WH marked	
1349	Spectrogram 1	1	81791.726911751	81791.726911751	165.441	165.441	67653638.220515144552.wav	0.0000	164.062	164.062	0.000	RS	Bark		WH marked	
1350	Spectrogram 1	1	81794.304753895	81794.304753895	165.441	165.441	67653638.220515144552.wav	0.0000	164.062	164.062	0.000	RS	Bark		WH marked	
1351	Spectrogram 1	1	81979.692962755	81979.692962755	948.529	948.529	67653638.220515145052.wav	0.0000	949.219	949.219	0.000	RS	Yelp		WH marked	
1352	Spectrogram 1	1	81979.866749866	81979.866749866	943.015	943.015	67653638.220515145052.wav	0.0000	937.500	937.500	0.000	RS	Yelp		WH marked	
1353	Spectrogram 1	1	93384.310331972	93384.310331972	805.147	805.147	67653638.220515180052.wav	0.0000	808.594	808.594	0.000	RS	Yelp		WH marked	
1354	Spectrogram 1	1	53963.440634600	53963.440634600	1136.029	1136.029	67653638.220515065551.wav	0.0000	1136.719	1136.719	0.000	RS	Yelp		WH marked	
1355	Spectrogram 1	1	53988.180241643	53988.180241643	369.485	369.485	67653638.220515065551.wav	0.0000	375.000	375.000	0.000	RS	Bark		WH Marked	
1356	Spectrogram 1	1	53988.245411809	53988.245411809	1125.000	1125.000	67653638.220515065551.wav	0.0000	1125.000	1125.000	0.000	RS	Yelp		WH marked	
1357	Spectrogram 1	1	208593.765342790	208593.765342790	198.529	198.529	67653638.220517020056.wav	0.0000	199.219	199.219	0.000	RS	Bark		WH marked	
1358	Spectrogram 1	1	164552.503200378	164580.345204229	39.301	1310.044	67653638.220516134554.wav	27.8420	46.875	46.875	1270.743			YELP AND GROWL SEQUENCE?		
